,State,AgencyType,AgencyName,Population,DrugNarcoticOffenses,DrugNarcoticViolations,DrugEquipmentViolations,GamblingOffenses,BettingWagering,OperatingPromotingAssistingGambling,GamblingEquipmentViolations,SportsTampering,PornographyObsceneMaterial,ProstitutionOffenses,Prostitution,AssistingorPromotingProstitution,WeaponLawViolations
1,ALABAMA,Cities,Hoover,82332.0,308.0,152.0,156.0,,,,,,1.0,,,,25.0
2,ARIZONA,Cities,Apache Junction,36986.0,2069.0,979.0,1090.0,,,,,,16.0,,,,75.0
3,ARIZONA,Cities,Gilbert,214264.0,437.0,208.0,229.0,,,,,,5.0,2.0,1.0,1.0,40.0
4,ARIZONA,Metropolitan Counties,Yuma2,214264.0,66.0,44.0,22.0,,,,,,1.0,,,,4.0
5,ARKANSAS,Cities,Alma,5439.0,44.0,37.0,7.0,,,,,,,,,,8.0
6,ARKANSAS,Cities,Arkadelphia,10698.0,32.0,26.0,6.0,,,,,,,,,,2.0
7,ARKANSAS,Cities,Ashdown,4680.0,3.0,3.0,,,,,,,,,,,
8,ARKANSAS,Cities,Atkins,3057.0,44.0,25.0,19.0,,,,,,,,,,2.0
9,ARKANSAS,Cities,Austin,2076.0,25.0,20.0,5.0,,,,,,,,,,
10,ARKANSAS,Cities,Bald Knob,2950.0,259.0,140.0,119.0,,,,,,1.0,8.0,4.0,4.0,13.0
11,ARKANSAS,Cities,Barling,4718.0,20.0,14.0,6.0,,,,,,,,,,2.0
12,ARKANSAS,Cities,Bay,1845.0,2.0,2.0,,,,,,,,,,,
13,ARKANSAS,Cities,Bearden,961.0,70.0,44.0,26.0,,,,,,,,,,10.0
14,ARKANSAS,Cities,Beebe,7449.0,176.0,109.0,67.0,,,,,,,,,,9.0
15,ARKANSAS,Cities,Bella Vista,27310.0,258.0,166.0,92.0,,,,,,2.0,,,,20.0
16,ARKANSAS,Cities,Benton,31486.0,594.0,328.0,266.0,,,,,,4.0,7.0,7.0,,24.0
17,ARKANSAS,Cities,Bentonville,36433.0,24.0,18.0,6.0,,,,,,,,,,2.0
18,ARKANSAS,Cities,Berryville,5389.0,73.0,69.0,4.0,,,,,,,,,,33.0
19,ARKANSAS,Cities,Blytheville,15506.0,36.0,22.0,14.0,,,,,,,,,,4.0
20,ARKANSAS,Cities,Booneville,3993.0,6.0,2.0,4.0,,,,,,,,,,1.0
21,ARKANSAS,Cities,Bradford,774.0,,,,,,,,,,,,,
22,ARKANSAS,Cities,Brinkley,3171.0,115.0,81.0,34.0,,,,,,,,,,8.0
23,ARKANSAS,Cities,Bryant,17129.0,17.0,9.0,8.0,,,,,,,,,,1.0
24,ARKANSAS,Cities,Bull Shoals,1947.0,136.0,83.0,53.0,,,,,,3.0,,,,13.0
25,ARKANSAS,Cities,Cabot,24212.0,26.0,24.0,2.0,,,,,,,,,,4.0
26,ARKANSAS,Cities,Caddo Valley,632.0,29.0,27.0,2.0,,,,,,,,,,6.0
27,ARKANSAS,Cities,Camden,12118.0,3.0,2.0,1.0,,,,,,,,,,1.0
28,ARKANSAS,Cities,Cammack Village,779.0,6.0,4.0,2.0,,,,,,,,,,2.0
29,ARKANSAS,Cities,Carlisle,2254.0,2.0,2.0,,,,,,,,,,,
30,ARKANSAS,Cities,Cave City,1923.0,,,,,,,,,,,,,
31,ARKANSAS,Cities,Cave Springs,1785.0,2.0,2.0,,,,,,,,,,,1.0
32,ARKANSAS,Cities,Charleston,2492.0,26.0,16.0,10.0,,,,,,1.0,,,,1.0
33,ARKANSAS,Cities,Cherokee Village,4735.0,4.0,3.0,1.0,,,,,,,,,,
34,ARKANSAS,Cities,Clarendon,1655.0,49.0,38.0,11.0,,,,,,2.0,,,,6.0
35,ARKANSAS,Cities,Clarksville,9286.0,2.0,2.0,,,,,,,,,,,
36,ARKANSAS,Cities,Clinton,2580.0,733.0,569.0,164.0,,,,,,5.0,1.0,1.0,,50.0
37,ARKANSAS,Cities,Conway,60700.0,41.0,33.0,8.0,,,,,,,,,,2.0
38,ARKANSAS,Cities,Corning,3348.0,28.0,27.0,1.0,,,,,,,,,,9.0
39,ARKANSAS,Cities,Crossett,5487.0,12.0,12.0,,,,,,,,,,,1.0
40,ARKANSAS,Cities,Danville,2405.0,9.0,9.0,,,,,,,1.0,,,,3.0
41,ARKANSAS,Cities,Dardanelle,4738.0,2.0,1.0,1.0,,,,,,,,,,
42,ARKANSAS,Cities,Decatur,1752.0,59.0,34.0,25.0,,,,,,,,,,2.0
43,ARKANSAS,Cities,De Queen,6708.0,54.0,38.0,16.0,,,,,,,,,,10.0
44,ARKANSAS,Cities,De Witt,3282.0,2.0,2.0,,,,,,,,,,,
45,ARKANSAS,Cities,Diaz,1313.0,12.0,11.0,1.0,,,,,,,,,,9.0
46,ARKANSAS,Cities,Dumas,4635.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,1.0
47,ARKANSAS,Cities,Earle,2405.0,83.0,73.0,10.0,,,,,,,,,,13.0
48,ARKANSAS,Cities,El Dorado,18860.0,12.0,10.0,2.0,,,,,,,,,,
49,ARKANSAS,Cities,Elkins,2718.0,,,,,,,,,,,,,
50,ARKANSAS,Cities,Eudora,2261.0,23.0,14.0,9.0,,,,,,,,,,
51,ARKANSAS,Cities,Eureka Springs,2082.0,3.0,3.0,,,,,,,,,,,
52,ARKANSAS,Cities,Fairfield Bay,2319.0,26.0,20.0,6.0,,,,,,1.0,,,,3.0
53,ARKANSAS,Cities,Farmington,6133.0,783.0,476.0,307.0,,,,,,22.0,6.0,4.0,2.0,40.0
54,ARKANSAS,Cities,Fayetteville,75387.0,113.0,97.0,16.0,,,,,,6.0,,,,1.0
55,ARKANSAS,Cities,Flippin,1354.0,13.0,12.0,1.0,,,,,,,,,,3.0
56,ARKANSAS,Cities,Fordyce,4295.0,96.0,91.0,5.0,2.0,,1.0,,1.0,,,,,11.0
57,ARKANSAS,Cities,Forrest City,15295.0,1299.0,924.0,375.0,4.0,,1.0,3.0,,10.0,34.0,33.0,1.0,102.0
58,ARKANSAS,Cities,Fort Smith,87483.0,13.0,11.0,2.0,,,,,,,,,,1.0
59,ARKANSAS,Cities,Gassville,2087.0,5.0,4.0,1.0,,,,,,,,,,
60,ARKANSAS,Cities,Gentry,3260.0,30.0,18.0,12.0,,,,,,,,,,1.0
61,ARKANSAS,Cities,Glenwood,2228.0,32.0,20.0,12.0,,,,,,,,,,1.0
62,ARKANSAS,Cities,Gravette,2400.0,33.0,27.0,6.0,,,,,,,,,,4.0
63,ARKANSAS,Cities,Green Forest,2779.0,16.0,9.0,7.0,,,,,,,,,,1.0
64,ARKANSAS,Cities,Greenland,1292.0,42.0,29.0,13.0,,,,,,,,,,5.0
65,ARKANSAS,Cities,Greenwood,9086.0,7.0,4.0,3.0,,,,,,,,,,1.0
66,ARKANSAS,Cities,Greers Ferry,892.0,3.0,3.0,,,,,,,,,,,2.0
67,ARKANSAS,Cities,Gurdon,2205.0,5.0,5.0,,,,,,,,,,,1.0
68,ARKANSAS,Cities,Guy,732.0,7.0,7.0,,,,,,,,,,,4.0
69,ARKANSAS,Cities,Hamburg,2883.0,8.0,7.0,1.0,,,,,,,,,,2.0
70,ARKANSAS,Cities,Hampton,1273.0,7.0,6.0,1.0,,,,,,,,,,
71,ARKANSAS,Cities,Hardy,780.0,15.0,12.0,3.0,,,,,,,,,,
72,ARKANSAS,Cities,Harrisburg,2292.0,278.0,152.0,126.0,1.0,1.0,,,,6.0,1.0,1.0,,32.0
73,ARKANSAS,Cities,Harrison,13043.0,67.0,44.0,23.0,,,,,,1.0,,,,3.0
74,ARKANSAS,Cities,Heber Springs,7173.0,163.0,149.0,14.0,,,,,,1.0,,,,61.0
75,ARKANSAS,Cities,Helena-West Helena,12152.0,15.0,15.0,,,,,,,,,,,1.0
76,ARKANSAS,Cities,Highland,1056.0,38.0,36.0,2.0,,,,,,,,,,6.0
77,ARKANSAS,Cities,Hope,10103.0,10.0,9.0,1.0,,,,,,,,,,1.0
78,ARKANSAS,Cities,Horseshoe Bend,2146.0,190.0,131.0,59.0,,,,,,,18.0,18.0,,37.0
79,ARKANSAS,Cities,Hot Springs,35722.0,564.0,358.0,206.0,,,,,,1.0,,,,57.0
80,ARKANSAS,Cities,Jacksonville,28733.0,876.0,656.0,220.0,,,,,,7.0,,,,54.0
81,ARKANSAS,Cities,Jonesboro,68807.0,7.0,5.0,2.0,,,,,,,,,,1.0
82,ARKANSAS,Cities,Kensett,1678.0,5.0,3.0,2.0,,,,,,,,,,1.0
83,ARKANSAS,Cities,Lakeview,745.0,23.0,21.0,2.0,,,,,,,,,,11.0
84,ARKANSAS,Cities,Lake Village,2567.0,15.0,10.0,5.0,,,,,,,,,,
85,ARKANSAS,Cities,Lepanto,1895.0,6.0,4.0,2.0,,,,,,,,,,1.0
86,ARKANSAS,Cities,Lewisville,1272.0,7.0,5.0,2.0,,,,,,,,,,
87,ARKANSAS,Cities,Lincoln,2308.0,7.0,4.0,3.0,,,,,,,6.0,6.0,,2.0
88,ARKANSAS,Cities,Little Flock,2667.0,1051.0,629.0,422.0,3.0,,1.0,2.0,,3.0,219.0,171.0,48.0,240.0
89,ARKANSAS,Cities,Little Rock,196055.0,54.0,35.0,19.0,,,,,,1.0,,,,7.0
90,ARKANSAS,Cities,Lonoke,4319.0,45.0,26.0,19.0,,,,,,1.0,,,,6.0
91,ARKANSAS,Cities,Lowell,7565.0,,,,,,,,,,,,,
92,ARKANSAS,Cities,Luxora,1169.0,47.0,40.0,7.0,,,,,,1.0,,,,5.0
93,ARKANSAS,Cities,Magnolia,11554.0,4.0,4.0,,,,,,,,,,,3.0
94,ARKANSAS,Cities,Marianna,4084.0,66.0,48.0,18.0,,,,,,3.0,,,,17.0
95,ARKANSAS,Cities,Marion,12300.0,17.0,14.0,3.0,,,,,,,1.0,1.0,,
96,ARKANSAS,Cities,Marmaduke,1132.0,229.0,138.0,91.0,1.0,,1.0,,,,,,,8.0
97,ARKANSAS,Cities,Maumelle,17391.0,48.0,29.0,19.0,,,,,,,,,,4.0
98,ARKANSAS,Cities,Mayflower,2307.0,14.0,10.0,4.0,,,,,,,,,,6.0
99,ARKANSAS,Cities,McGehee,4157.0,,,,,,,,,,,,,
100,ARKANSAS,Cities,McRae,696.0,33.0,20.0,13.0,,,,,,1.0,,,,4.0
101,ARKANSAS,Cities,Mena,5745.0,5.0,5.0,,,,,,,,,,,2.0
102,ARKANSAS,Cities,Mineral Springs,1221.0,69.0,62.0,7.0,,,,,,,,,,21.0
103,ARKANSAS,Cities,Monticello,9482.0,193.0,148.0,45.0,,,,,,1.0,,,,14.0
104,ARKANSAS,Cities,Morrilton,6792.0,188.0,138.0,50.0,,,,,,,,,,3.0
105,ARKANSAS,Cities,Mountain Home,12501.0,32.0,27.0,5.0,,,,,,1.0,,,,4.0
106,ARKANSAS,Cities,Mountain View,2804.0,8.0,5.0,3.0,,,,,,,,,,1.0
107,ARKANSAS,Cities,Mulberry,1660.0,53.0,33.0,20.0,,,,,,,,,,4.0
108,ARKANSAS,Cities,Murfreesboro,1644.0,58.0,44.0,14.0,,,,,,,,,,9.0
109,ARKANSAS,Cities,Nashville,4678.0,74.0,57.0,17.0,,,,,,,,,,19.0
110,ARKANSAS,Cities,Newport,7862.0,694.0,529.0,165.0,,,,,,,2.0,2.0,,162.0
111,ARKANSAS,Cities,North Little Rock,63125.0,71.0,56.0,15.0,,,,,,,,,,9.0
112,ARKANSAS,Cities,Osceola,7702.0,39.0,28.0,11.0,,,,,,,,,,2.0
113,ARKANSAS,Cities,Ozark,3683.0,6.0,6.0,,,,,,,,,,,
114,ARKANSAS,Cities,Pangburn,611.0,122.0,92.0,30.0,,,,,,1.0,1.0,,1.0,23.0
115,ARKANSAS,Cities,Paragould,26602.0,37.0,22.0,15.0,,,,,,,,,,4.0
116,ARKANSAS,Cities,Paris,3535.0,34.0,22.0,12.0,,,,,,,,,,4.0
117,ARKANSAS,Cities,Parkin,1103.0,46.0,27.0,19.0,,,,,,,1.0,1.0,,4.0
118,ARKANSAS,Cities,Pea Ridge,4948.0,1.0,1.0,,,,,,,,,,,1.0
119,ARKANSAS,Cities,Perryville,1461.0,14.0,8.0,6.0,,,,,,,,,,1.0
120,ARKANSAS,Cities,Piggott,3813.0,306.0,235.0,71.0,,,,,,1.0,1.0,1.0,,93.0
121,ARKANSAS,Cities,Pine Bluff,48522.0,12.0,6.0,6.0,,,,,,1.0,,,,2.0
122,ARKANSAS,Cities,Plummerville,830.0,25.0,22.0,3.0,,,,,,,,,,2.0
123,ARKANSAS,Cities,Pocahontas,6650.0,5.0,2.0,3.0,,,,,,1.0,,,,
124,ARKANSAS,Cities,Pottsville,2877.0,54.0,32.0,22.0,,,,,,,,,,2.0
125,ARKANSAS,Cities,Prairie Grove,4497.0,12.0,12.0,,,,,,,,,,,2.0
126,ARKANSAS,Cities,Prescott,3317.0,14.0,11.0,3.0,,,,,,,,,,2.0
127,ARKANSAS,Cities,Quitman,764.0,14.0,11.0,3.0,,,,,,,,,,
128,ARKANSAS,Cities,Redfield,1280.0,,,,,,,,,,,,,
129,ARKANSAS,Cities,Rison,1349.0,381.0,240.0,141.0,,,,,,6.0,,,,19.0
130,ARKANSAS,Cities,Rogers,57757.0,280.0,172.0,108.0,,,,,,1.0,,,,21.0
131,ARKANSAS,Cities,Russellville,28267.0,11.0,7.0,4.0,,,,,,,,,,1.0
132,ARKANSAS,Cities,Sheridan,4655.0,316.0,311.0,5.0,,,,,,,,,,68.0
133,ARKANSAS,Cities,Sherwood,29914.0,102.0,63.0,39.0,,,,,,1.0,,,,11.0
134,ARKANSAS,Cities,Siloam Springs,15497.0,596.0,347.0,249.0,,,,,,9.0,2.0,1.0,1.0,50.0
135,ARKANSAS,Cities,Springdale,71668.0,6.0,6.0,,,,,,,,,,,1.0
136,ARKANSAS,Cities,Stamps,1671.0,9.0,4.0,5.0,,,,,,,,,,1.0
137,ARKANSAS,Cities,Star City,2258.0,17.0,13.0,4.0,,,,,,,,,,1.0
138,ARKANSAS,Cities,Swifton,794.0,231.0,171.0,60.0,5.0,,5.0,,,,1.0,1.0,,33.0
139,ARKANSAS,Cities,Texarkana,30231.0,188.0,127.0,61.0,,,,,,,,,,6.0
140,ARKANSAS,Cities,Trumann,7250.0,210.0,146.0,64.0,,,,,,8.0,2.0,2.0,,8.0
141,ARKANSAS,Cities,Van Buren,22877.0,110.0,61.0,49.0,,,,,,,,,,10.0
142,ARKANSAS,Cities,Vilonia,3939.0,64.0,46.0,18.0,,,,,,,,,,4.0
143,ARKANSAS,Cities,Waldron,3644.0,8.0,5.0,3.0,,,,,,,,,,
144,ARKANSAS,Cities,Walnut Ridge,4842.0,74.0,44.0,30.0,,,,,,,,,,5.0
145,ARKANSAS,Cities,Ward,4143.0,7.0,7.0,,,,,,,,,,,6.0
146,ARKANSAS,Cities,Warren,6013.0,17.0,8.0,9.0,,,,,,,,,,4.0
147,ARKANSAS,Cities,West Fork,2385.0,469.0,370.0,99.0,,,,,,2.0,2.0,2.0,,107.0
148,ARKANSAS,Cities,West Memphis,26153.0,17.0,16.0,1.0,,,,,,,,,,2.0
149,ARKANSAS,Cities,White Hall,5456.0,12.0,11.0,1.0,,,,,,,,,,1.0
150,ARKANSAS,Universities and Colleges,"Arkansas State University, Jonesboro",13900.0,8.0,4.0,4.0,,,,,,,,,,
151,ARKANSAS,Universities and Colleges,Arkansas Tech University,10464.0,3.0,3.0,,,,,,,,,,,
152,ARKANSAS,Universities and Colleges,Henderson State University,3774.0,,,,,,,,,,,,,
153,ARKANSAS,Universities and Colleges,University of Arkansas:,3774.0,155.0,84.0,71.0,,,,,,,,,,5.0
154,ARKANSAS,Universities and Colleges,Fayetteville,23199.0,121.0,95.0,26.0,,,,,,,,,,15.0
155,ARKANSAS,Universities and Colleges,Little Rock,13068.0,8.0,4.0,4.0,,,,,,,,,,
156,ARKANSAS,Universities and Colleges,Medical Sciences,2819.0,9.0,8.0,1.0,,,,,,,,,,
157,ARKANSAS,Universities and Colleges,Monticello,3920.0,45.0,28.0,17.0,,,,,,1.0,,,,5.0
158,ARKANSAS,Universities and Colleges,University of Central Arkansas,11163.0,410.0,277.0,133.0,,,,,,3.0,,,,24.0
159,ARKANSAS,Metropolitan Counties,Benton,11163.0,7.0,4.0,3.0,,,,,,,,,,3.0
160,ARKANSAS,Metropolitan Counties,Cleveland,11163.0,61.0,44.0,17.0,,,,,,,,,,6.0
161,ARKANSAS,Metropolitan Counties,Craighead,11163.0,27.0,24.0,3.0,,,,,,,,,,3.0
162,ARKANSAS,Metropolitan Counties,Crawford,11163.0,78.0,64.0,14.0,1.0,1.0,,,,2.0,,,,14.0
163,ARKANSAS,Metropolitan Counties,Crittenden,11163.0,27.0,16.0,11.0,,,,,,,,,,8.0
164,ARKANSAS,Metropolitan Counties,Grant,11163.0,68.0,49.0,19.0,,,,,,3.0,,,,32.0
165,ARKANSAS,Metropolitan Counties,Jefferson,11163.0,15.0,11.0,4.0,,,,,,,,,,4.0
166,ARKANSAS,Metropolitan Counties,Lincoln,11163.0,98.0,49.0,49.0,,,,,,3.0,,,,17.0
167,ARKANSAS,Metropolitan Counties,Madison,11163.0,35.0,30.0,5.0,,,,,,,,,,2.0
168,ARKANSAS,Metropolitan Counties,Miller,11163.0,27.0,27.0,,,,,,,,,,,2.0
169,ARKANSAS,Metropolitan Counties,Poinsett,11163.0,508.0,302.0,206.0,,,,,,6.0,6.0,3.0,3.0,76.0
170,ARKANSAS,Metropolitan Counties,Pulaski,11163.0,217.0,129.0,88.0,,,,,,,1.0,,1.0,14.0
171,ARKANSAS,Metropolitan Counties,Sebastian,11163.0,352.0,172.0,180.0,,,,,,2.0,,,,18.0
172,ARKANSAS,Metropolitan Counties,Washington,11163.0,4.0,3.0,1.0,,,,,,,,,,2.0
173,ARKANSAS,Nonmetropolitan Counties,Arkansas,11163.0,26.0,24.0,2.0,,,,,,,,,,4.0
174,ARKANSAS,Nonmetropolitan Counties,Ashley,11163.0,35.0,26.0,9.0,,,,,,2.0,,,,4.0
175,ARKANSAS,Nonmetropolitan Counties,Baxter,11163.0,102.0,60.0,42.0,,,,,,4.0,,,,14.0
176,ARKANSAS,Nonmetropolitan Counties,Boone,11163.0,43.0,27.0,16.0,,,,,,,,,,
177,ARKANSAS,Nonmetropolitan Counties,Carroll,11163.0,1.0,1.0,,,,,,,,,,,
178,ARKANSAS,Nonmetropolitan Counties,Chicot,11163.0,10.0,10.0,,,,,,,,,,,1.0
179,ARKANSAS,Nonmetropolitan Counties,Clark,11163.0,55.0,34.0,21.0,,,,,,1.0,,,,8.0
180,ARKANSAS,Nonmetropolitan Counties,Clay,11163.0,26.0,13.0,13.0,,,,,,1.0,,,,3.0
181,ARKANSAS,Nonmetropolitan Counties,Cleburne,11163.0,5.0,3.0,2.0,,,,,,,,,,1.0
182,ARKANSAS,Nonmetropolitan Counties,Columbia,11163.0,83.0,59.0,24.0,,,,,,,,,,14.0
183,ARKANSAS,Nonmetropolitan Counties,Conway,11163.0,48.0,42.0,6.0,,,,,,,,,,2.0
184,ARKANSAS,Nonmetropolitan Counties,Cross,11163.0,3.0,3.0,,,,,,,,,,,3.0
185,ARKANSAS,Nonmetropolitan Counties,Dallas,11163.0,22.0,16.0,6.0,,,,,,,,,,5.0
186,ARKANSAS,Nonmetropolitan Counties,Drew,11163.0,27.0,16.0,11.0,,,,,,1.0,,,,8.0
187,ARKANSAS,Nonmetropolitan Counties,Franklin,11163.0,32.0,24.0,8.0,,,,,,1.0,,,,3.0
188,ARKANSAS,Nonmetropolitan Counties,Fulton,11163.0,48.0,46.0,2.0,,,,,,1.0,,,,11.0
189,ARKANSAS,Nonmetropolitan Counties,Greene,11163.0,14.0,13.0,1.0,,,,,,,,,,3.0
190,ARKANSAS,Nonmetropolitan Counties,Hempstead,11163.0,68.0,54.0,14.0,,,,,,,,,,10.0
191,ARKANSAS,Nonmetropolitan Counties,Howard,11163.0,177.0,114.0,63.0,1.0,,1.0,,,4.0,1.0,1.0,,31.0
192,ARKANSAS,Nonmetropolitan Counties,Independence,11163.0,26.0,19.0,7.0,,,,,,,,,,2.0
193,ARKANSAS,Nonmetropolitan Counties,Izard,11163.0,30.0,20.0,10.0,,,,,,,,,,6.0
194,ARKANSAS,Nonmetropolitan Counties,Jackson,11163.0,39.0,29.0,10.0,,,,,,1.0,,,,12.0
195,ARKANSAS,Nonmetropolitan Counties,Johnson,11163.0,26.0,16.0,10.0,,,,,,1.0,,,,5.0
196,ARKANSAS,Nonmetropolitan Counties,Logan,11163.0,74.0,62.0,12.0,,,,,,4.0,,,,8.0
197,ARKANSAS,Nonmetropolitan Counties,Marion,11163.0,53.0,42.0,11.0,,,,,,,,,,13.0
198,ARKANSAS,Nonmetropolitan Counties,Mississippi,11163.0,,,,,,,,,,,,,
199,ARKANSAS,Nonmetropolitan Counties,Monroe,11163.0,4.0,4.0,,,,,,,,,,,
200,ARKANSAS,Nonmetropolitan Counties,Nevada,11163.0,,,,,,,,,,,,,2.0
201,ARKANSAS,Nonmetropolitan Counties,Ouachita,11163.0,29.0,19.0,10.0,,,,,,,,,,7.0
202,ARKANSAS,Nonmetropolitan Counties,Pike,11163.0,39.0,26.0,13.0,,,,,,4.0,,,,17.0
203,ARKANSAS,Nonmetropolitan Counties,Polk,11163.0,8.0,6.0,2.0,,,,,,,,,,4.0
204,ARKANSAS,Nonmetropolitan Counties,Pope,11163.0,,,,,,,,,,,,,
205,ARKANSAS,Nonmetropolitan Counties,Prairie,11163.0,8.0,4.0,4.0,,,,,,,,,,
206,ARKANSAS,Nonmetropolitan Counties,Randolph,11163.0,23.0,14.0,9.0,,,,,,,,,,4.0
207,ARKANSAS,Nonmetropolitan Counties,Searcy,11163.0,24.0,15.0,9.0,,,,,,,,,,4.0
208,ARKANSAS,Nonmetropolitan Counties,Sevier,11163.0,16.0,13.0,3.0,,,,,,,,,,2.0
209,ARKANSAS,Nonmetropolitan Counties,St. Francis,11163.0,21.0,15.0,6.0,,,,,,,,,,4.0
210,ARKANSAS,Nonmetropolitan Counties,Stone,11163.0,4.0,3.0,1.0,,,,,,,,,,3.0
211,ARKANSAS,Nonmetropolitan Counties,Union,11163.0,11.0,8.0,3.0,,,,,,,,,,5.0
212,ARKANSAS,Nonmetropolitan Counties,Van Buren,11163.0,55.0,33.0,22.0,,,,,,,,,,12.0
213,ARKANSAS,Nonmetropolitan Counties,White,11163.0,25.0,20.0,5.0,,,,,,3.0,,,,7.0
214,ARKANSAS,Nonmetropolitan Counties,Yell,11163.0,1.0,,1.0,,,,,,,,,,
215,ARKANSAS,Other Agencies,Camp Robinson,11163.0,737.0,430.0,307.0,,,,,,,7.0,4.0,3.0,38.0
216,COLORADO,Cities,Arvada,109029.0,52.0,37.0,15.0,,,,,,1.0,,,,3.0
217,COLORADO,Cities,Aspen,6734.0,9.0,6.0,3.0,,,,,,,,,,
218,COLORADO,Cities,Ault,1577.0,2448.0,1526.0,922.0,1.0,,,1.0,,39.0,135.0,120.0,15.0,542.0
219,COLORADO,Cities,Aurora,336952.0,134.0,89.0,45.0,,,,,,,,,,4.0
220,COLORADO,Cities,Avon,6453.0,4.0,2.0,2.0,,,,,,,,,,
221,COLORADO,Cities,Basalt,3889.0,33.0,18.0,15.0,,,,,,,,,,8.0
222,COLORADO,Cities,Berthoud,5278.0,130.0,74.0,56.0,,,,,,,1.0,,1.0,
223,COLORADO,Cities,Black Hawk,120.0,,,,,,,,,,,,,
224,COLORADO,Cities,Blue River,860.0,472.0,291.0,181.0,,,,,,10.0,,,,46.0
225,COLORADO,Cities,Boulder,100257.0,,,,,,,,,,,,,
226,COLORADO,Cities,Bow Mar,894.0,521.0,280.0,241.0,1.0,,1.0,,,4.0,1.0,,1.0,22.0
227,COLORADO,Cities,Broomfield,58145.0,12.0,10.0,2.0,,,,,,,,,,1.0
228,COLORADO,Cities,Brush,5365.0,3.0,1.0,2.0,,,,,,,,,,1.0
229,COLORADO,Cities,Buena Vista,2674.0,21.0,14.0,7.0,,,,,,1.0,1.0,1.0,,1.0
230,COLORADO,Cities,Burlington,4130.0,22.0,13.0,9.0,,,,,,,,,,
231,COLORADO,Cities,Campo,111.0,163.0,99.0,64.0,,,,,,10.0,,,,16.0
232,COLORADO,Cities,Canon City,16727.0,4.0,2.0,2.0,,,,,,,,,,1.0
233,COLORADO,Cities,Carbondale,6501.0,229.0,106.0,123.0,,,,,,5.0,,,,19.0
234,COLORADO,Cities,Castle Rock,50038.0,,,,,,,,,,,,,
235,COLORADO,Cities,Cedaredge,2247.0,287.0,150.0,137.0,,,,,,1.0,3.0,2.0,1.0,28.0
236,COLORADO,Cities,Centennial,104022.0,9.0,6.0,3.0,,,,,,1.0,,,,
237,COLORADO,Cities,Center,2311.0,8.0,4.0,4.0,,,,,,,,,,
238,COLORADO,Cities,Cherry Hills Village,6206.0,1595.0,1015.0,580.0,,,,,,68.0,44.0,38.0,6.0,507.0
239,COLORADO,Cities,Colorado Springs,432287.0,2.0,1.0,1.0,,,,,,,,,,1.0
240,COLORADO,Cities,Columbine Valley,1302.0,464.0,284.0,180.0,,,,,,,6.0,4.0,2.0,49.0
241,COLORADO,Cities,Commerce City,47590.0,15.0,12.0,3.0,,,,,,,,,,4.0
242,COLORADO,Cities,Cortez,8568.0,174.0,93.0,81.0,,,,,,,1.0,1.0,,12.0
243,COLORADO,Cities,Craig,9357.0,6.0,4.0,2.0,,,,,,,,,,
244,COLORADO,Cities,Crested Butte,1517.0,36.0,19.0,17.0,,,,,,,,,,7.0
245,COLORADO,Cities,Cripple Creek,1206.0,6.0,6.0,,,,,,,,,,,
246,COLORADO,Cities,Dacono,4308.0,,,,,,,,,,,,,
247,COLORADO,Cities,De Beque,512.0,12.0,11.0,1.0,,,,,,,,,,1.0
248,COLORADO,Cities,Del Norte,1706.0,32.0,21.0,11.0,,,,,,,,,,8.0
249,COLORADO,Cities,Delta,8890.0,1652.0,1585.0,67.0,,,,,,6.0,22.0,8.0,14.0,386.0
250,COLORADO,Cities,Denver,628545.0,25.0,12.0,13.0,,,,,,,,,,1.0
251,COLORADO,Cities,Dillon,927.0,91.0,57.0,34.0,,,,,,1.0,,,,12.0
252,COLORADO,Cities,Durango,17305.0,26.0,15.0,11.0,,,,,,,,,,5.0
253,COLORADO,Cities,Eagle,6555.0,7.0,4.0,3.0,,,,,,,,,,2.0
254,COLORADO,Cities,Eaton,4529.0,18.0,9.0,9.0,,,,,,,,,,
255,COLORADO,Cities,Elizabeth,1381.0,6.0,5.0,1.0,,,,,,,,,,
256,COLORADO,Cities,Empire,284.0,656.0,314.0,342.0,,,,,,,1.0,1.0,,45.0
257,COLORADO,Cities,Englewood,31358.0,48.0,27.0,21.0,,,,,,,,,,1.0
258,COLORADO,Cities,Erie,18761.0,35.0,19.0,16.0,,,,,,,,,,3.0
259,COLORADO,Cities,Estes Park,6059.0,157.0,93.0,64.0,,,,,,,,,,15.0
260,COLORADO,Cities,Evans,19236.0,183.0,89.0,94.0,,,,,,,,,,11.0
261,COLORADO,Cities,Federal Heights,11886.0,13.0,12.0,1.0,,,,,,,,,,4.0
262,COLORADO,Cities,Firestone,10529.0,18.0,10.0,8.0,,,,,,,,,,2.0
263,COLORADO,Cities,Florence,3960.0,733.0,555.0,178.0,,,,,,6.0,2.0,1.0,1.0,84.0
264,COLORADO,Cities,Fort Collins,148792.0,74.0,39.0,35.0,,,,,,,,,,
265,COLORADO,Cities,Fort Lupton,7655.0,121.0,77.0,44.0,,,,,,1.0,,,,8.0
266,COLORADO,Cities,Fort Morgan,11586.0,250.0,137.0,113.0,,,,,,,1.0,1.0,,33.0
267,COLORADO,Cities,Fountain,26841.0,4.0,4.0,,,,,,,,,,,1.0
