,State,AgencyType,AgencyName,Population,DrugNarcoticOffenses,DrugNarcoticViolations,DrugEquipmentViolations,GamblingOffenses,BettingWagering,OperatingPromotingAssistingGambling,GamblingEquipmentViolations,SportsTampering,PornographyObsceneMaterial,ProstitutionOffenses,Prostitution,AssistingorPromotingProstitution,WeaponLawViolations
2743,OHIO,Cities,Johnstown,4653.0,48.0,31.0,17.0,,,,,,,,,,4.0
2744,OHIO,Cities,Kenton,8251.0,12.0,7.0,5.0,,,,,,,1.0,,1.0,3.0
2745,OHIO,Cities,Lake Township,8011.0,424.0,260.0,164.0,,,,,,,3.0,,3.0,39.0
2746,OHIO,Cities,Lakewood,51721.0,20.0,10.0,10.0,,,,,,1.0,,,,1.0
2747,OHIO,Cities,Lawrence Township,8210.0,24.0,9.0,15.0,,,,,,,,,,2.0
2748,OHIO,Cities,Liberty Township,12002.0,47.0,30.0,17.0,,,,,,,,,,11.0
2749,OHIO,Cities,Lincoln Heights,3279.0,113.0,85.0,28.0,,,,,,,,,,2.0
2750,OHIO,Cities,Linndale,178.0,19.0,12.0,7.0,,,,,,1.0,,,,
2751,OHIO,Cities,Liverpool Township,4005.0,138.0,91.0,47.0,,,,,,,,,,9.0
2752,OHIO,Cities,Lockland,3441.0,104.0,51.0,53.0,,,,,,1.0,,,,3.0
2753,OHIO,Cities,Logan,7155.0,22.0,10.0,12.0,,,,,,,,,,1.0
2754,OHIO,Cities,London,9895.0,908.0,487.0,421.0,,,,,,9.0,2.0,,2.0,71.0
2755,OHIO,Cities,Lorain,64148.0,10.0,8.0,2.0,,,,,,,,,,
2756,OHIO,Cities,Loudonville,2641.0,50.0,27.0,23.0,,,,,,3.0,,,,2.0
2757,OHIO,Cities,Louisville,9173.0,11.0,6.0,5.0,,,,,,1.0,,,,4.0
2758,OHIO,Cities,Loveland,12081.0,23.0,10.0,13.0,,,,,,,,,,
2759,OHIO,Cities,Madeira,8704.0,111.0,64.0,47.0,,,,,,,,,,3.0
2760,OHIO,Cities,"Madison Township, Franklin County",18270.0,844.0,487.0,357.0,,,,,,8.0,15.0,2.0,13.0,81.0
2761,OHIO,Cities,Mansfield,47480.0,93.0,45.0,48.0,,,,,,,,,,5.0
2762,OHIO,Cities,Marietta,14079.0,328.0,257.0,71.0,,,,,,7.0,3.0,1.0,2.0,32.0
2763,OHIO,Cities,Marion,36687.0,20.0,13.0,7.0,,,,,,1.0,,,,2.0
2764,OHIO,Cities,Martins Ferry,6890.0,78.0,46.0,32.0,,,,,,,,,,2.0
2765,OHIO,Cities,Mason,31037.0,54.0,32.0,22.0,,,,,,,,,,13.0
2766,OHIO,Cities,Massillon,32104.0,11.0,6.0,5.0,,,,,,,,,,1.0
2767,OHIO,Cities,Mayfield Village,3434.0,14.0,9.0,5.0,,,,,,,,,,1.0
2768,OHIO,Cities,McArthur,1691.0,194.0,87.0,107.0,,,,,,,3.0,,3.0,9.0
2769,OHIO,Cities,Miamisburg,20273.0,211.0,111.0,100.0,,,,,,2.0,,,,12.0
2770,OHIO,Cities,"Miami Township, Clermont County",41213.0,250.0,150.0,100.0,,,,,,2.0,,,,17.0
2771,OHIO,Cities,"Miami Township, Montgomery County",29265.0,114.0,67.0,47.0,,,,,,,,,,1.0
2772,OHIO,Cities,Middleport,2519.0,6.0,4.0,2.0,,,,,,,,,,1.0
2773,OHIO,Cities,Millersburg,3052.0,11.0,6.0,5.0,,,,,,,,,,3.0
2774,OHIO,Cities,Milton Township,2562.0,4.0,3.0,1.0,,,,,,,,,,2.0
2775,OHIO,Cities,Minerva Park,1288.0,167.0,101.0,66.0,,,,,,2.0,,,,1.0
2776,OHIO,Cities,Montgomery,10224.0,19.0,11.0,8.0,,,,,,2.0,1.0,,1.0,2.0
2777,OHIO,Cities,Montpelier,4067.0,41.0,21.0,20.0,,,,,,,,,,1.0
2778,OHIO,Cities,Montville Township,11244.0,104.0,58.0,46.0,,,,,,,2.0,,2.0,12.0
2779,OHIO,Cities,Moraine,6336.0,35.0,22.0,13.0,,,,,,,,,,1.0
2780,OHIO,Cities,Mount Gilead,3662.0,28.0,14.0,14.0,,,,,,,,,,1.0
2781,OHIO,Cities,Munroe Falls,4994.0,95.0,53.0,42.0,,,,,,4.0,2.0,,2.0,5.0
2782,OHIO,Cities,Napoleon,8701.0,65.0,41.0,24.0,,,,,,,,,,1.0
2783,OHIO,Cities,Navarre,1954.0,73.0,37.0,36.0,,,,,,1.0,,,,3.0
2784,OHIO,Cities,New Albany,7834.0,280.0,173.0,107.0,,,,,,10.0,,,,23.0
2785,OHIO,Cities,Newark,47787.0,53.0,34.0,19.0,,,,,,,,,,
2786,OHIO,Cities,New Boston,2266.0,23.0,15.0,8.0,,,,,,1.0,,,,1.0
2787,OHIO,Cities,New Franklin,14174.0,31.0,14.0,17.0,,,,,,1.0,,,,1.0
2788,OHIO,Cities,New Lebanon,4013.0,6.0,4.0,2.0,,,,,,,,,,
2789,OHIO,Cities,New Lexington,4791.0,10.0,6.0,4.0,,,,,,,,,,
2790,OHIO,Cities,New London,2455.0,22.0,14.0,8.0,,,,,,,,,,3.0
2791,OHIO,Cities,New Middletown,1610.0,115.0,71.0,44.0,,,,,,,,,,6.0
2792,OHIO,Cities,New Philadelphia,17272.0,5.0,3.0,2.0,,,,,,,,,,1.0
2793,OHIO,Cities,New Richmond,2605.0,41.0,26.0,15.0,,,,,,1.0,1.0,,1.0,2.0
2794,OHIO,Cities,Niles,19167.0,119.0,66.0,53.0,,,,,,3.0,1.0,,1.0,
2795,OHIO,Cities,North Canton,17464.0,31.0,20.0,11.0,,,,,,,,,,1.0
2796,OHIO,Cities,Northwood,5304.0,275.0,143.0,132.0,,,,,,1.0,,,,12.0
2797,OHIO,Cities,Norwood,19158.0,23.0,16.0,7.0,,,,,,,,,,
2798,OHIO,Cities,Oak Hill,1551.0,40.0,23.0,17.0,,,,,,,,,,2.0
2799,OHIO,Cities,Ontario,6175.0,195.0,105.0,90.0,,,,,,2.0,1.0,,1.0,11.0
2800,OHIO,Cities,Oregon,20205.0,,,,,,,,,,,,,
2801,OHIO,Cities,Ottawa,4438.0,31.0,20.0,11.0,,,,,,,,,,4.0
2802,OHIO,Cities,Ottawa Hills,4499.0,776.0,478.0,298.0,,,,,,1.0,2.0,,2.0,93.0
2803,OHIO,Cities,Parma,80963.0,97.0,55.0,42.0,,,,,,1.0,1.0,,1.0,9.0
2804,OHIO,Cities,Pataskala,15030.0,6.0,3.0,3.0,,,,,,,,,,
2805,OHIO,Cities,Paulding,3568.0,2.0,1.0,1.0,,,,,,,,,,
2806,OHIO,Cities,Payne,1181.0,9.0,5.0,4.0,,,,,,,,,,
2807,OHIO,Cities,Peebles,1776.0,22.0,11.0,11.0,,,,,,,,,,
2808,OHIO,Cities,Pemberville,1382.0,360.0,238.0,122.0,,,,,,,,,,7.0
2809,OHIO,Cities,Perkins Township,12150.0,3.0,2.0,1.0,,,,,,,,,,
2810,OHIO,Cities,"Perry Township, Allen County",3522.0,23.0,7.0,16.0,,,,,,,,,,
2811,OHIO,Cities,"Perry Township, Franklin County",3684.0,10.0,5.0,5.0,,,,,,1.0,,,,3.0
2812,OHIO,Cities,"Perry Township, Montgomery County",3372.0,143.0,78.0,65.0,,,,,,6.0,,,,8.0
2813,OHIO,Cities,"Perry Township, Stark County",28262.0,44.0,19.0,25.0,,,,,,1.0,,,,2.0
2814,OHIO,Cities,Pierce Township,11313.0,8.0,3.0,5.0,,,,,,,2.0,1.0,1.0,
2815,OHIO,Cities,Pioneer,1379.0,118.0,78.0,40.0,,,,,,3.0,2.0,1.0,1.0,6.0
2816,OHIO,Cities,Piqua,20591.0,6.0,2.0,4.0,,,,,,,,,,1.0
2817,OHIO,Cities,Plain City,4229.0,17.0,10.0,7.0,,,,,,,,,,2.0
2818,OHIO,Cities,Poland Township,12327.0,36.0,21.0,15.0,,,,,,,,,,1.0
2819,OHIO,Cities,Poland Village,2537.0,61.0,34.0,27.0,,,,,,1.0,,,,1.0
2820,OHIO,Cities,Port Clinton,6050.0,29.0,15.0,14.0,,,,,,,,,,
2821,OHIO,Cities,Powell,11776.0,7.0,2.0,5.0,,,,,,,,,,1.0
2822,OHIO,Cities,Powhatan Point,1586.0,410.0,271.0,139.0,,,,,,8.0,,,,28.0
2823,OHIO,Cities,Reynoldsburg,36291.0,51.0,23.0,28.0,,,,,,1.0,,,,3.0
2824,OHIO,Cities,Richwood,2252.0,24.0,11.0,13.0,,,,,,,,,,3.0
2825,OHIO,Cities,Rio Grande,835.0,159.0,97.0,62.0,,,,,,1.0,,,,10.0
2826,OHIO,Cities,Riverside,25317.0,15.0,11.0,4.0,,,,,,,1.0,,1.0,2.0
2827,OHIO,Cities,Rossford,6338.0,81.0,44.0,37.0,,,,,,1.0,,,,
2828,OHIO,Cities,Sabina,2557.0,11.0,6.0,5.0,,,,,,,,,,1.0
2829,OHIO,Cities,Salem,12269.0,21.0,10.0,11.0,,,,,,,2.0,,2.0,
2830,OHIO,Cities,Sebring,4391.0,11.0,6.0,5.0,,,,,,,,,,1.0
2831,OHIO,Cities,Seven Hills,11718.0,,,,,,,,,,1.0,1.0,,1.0
2832,OHIO,Cities,Sheffield Lake,9144.0,108.0,59.0,49.0,,,,,,4.0,,,,14.0
2833,OHIO,Cities,Shelby,9241.0,103.0,87.0,16.0,,,,,,7.0,,,,10.0
2834,OHIO,Cities,Sidney,21177.0,9.0,4.0,5.0,,,,,,,,,,2.0
2835,OHIO,Cities,Smithville,1252.0,236.0,145.0,91.0,,,,,,1.0,1.0,,1.0,13.0
2836,OHIO,Cities,Solon,23165.0,21.0,13.0,8.0,,,,,,,,,,
2837,OHIO,Cities,South Bloomfield,1754.0,9.0,3.0,6.0,,,,,,,,,,1.0
2838,OHIO,Cities,South Charleston,1685.0,3.0,3.0,,,,,,,,,,,7.0
2839,OHIO,Cities,South Euclid,22125.0,1.0,1.0,,,,,,,,,,,1.0
2840,OHIO,Cities,South Vienna,381.0,169.0,79.0,90.0,,,,,,2.0,1.0,,1.0,4.0
2841,OHIO,Cities,Springboro,17587.0,76.0,63.0,13.0,,,,,,2.0,,,,4.0
2842,OHIO,Cities,Springdale,11194.0,499.0,430.0,69.0,,,,,,,,,,44.0
2843,OHIO,Cities,"Springfield Township, Hamilton County",36225.0,54.0,33.0,21.0,,,,,,,1.0,,1.0,4.0
2844,OHIO,Cities,"Springfield Township, Mahoning County",6660.0,160.0,88.0,72.0,,,,,,1.0,3.0,,3.0,10.0
2845,OHIO,Cities,"Springfield Township, Summit County",17646.0,11.0,6.0,5.0,,,,,,,,,,
2846,OHIO,Cities,St. Clair Township,7936.0,6.0,4.0,2.0,,,,,,,,,,
2847,OHIO,Cities,St. Paris,2074.0,6.0,5.0,1.0,,,,,,,,,,1.0
2848,OHIO,Cities,Strasburg,2607.0,101.0,47.0,54.0,,,,,,,,,,3.0
2849,OHIO,Cities,Streetsboro,16049.0,72.0,51.0,21.0,,,,,,2.0,,,,9.0
2850,OHIO,Cities,Sugarcreek Township,8104.0,66.0,36.0,30.0,,,,,,,,,,
2851,OHIO,Cities,Swanton,3675.0,77.0,35.0,42.0,,,,,,,,,,4.0
2852,OHIO,Cities,Sylvania Township,29397.0,115.0,62.0,53.0,,,,,,1.0,,,,4.0
2853,OHIO,Cities,Tipp City,9720.0,22.0,15.0,7.0,,,,,,,,,,2.0
2854,OHIO,Cities,Toronto,5024.0,190.0,115.0,75.0,,,,,,2.0,1.0,,1.0,37.0
2855,OHIO,Cities,Trotwood,24540.0,263.0,138.0,125.0,,,,,,5.0,1.0,,1.0,19.0
2856,OHIO,Cities,Troy,25141.0,61.0,34.0,27.0,,,,,,,,,,4.0
2857,OHIO,Cities,Uhrichsville,5408.0,26.0,17.0,9.0,,,,,,,,,,
2858,OHIO,Cities,Union,6448.0,21.0,11.0,10.0,,,,,,1.0,,,,
2859,OHIO,Cities,Uniontown,3311.0,527.0,297.0,230.0,,,,,,1.0,7.0,4.0,3.0,11.0
2860,OHIO,Cities,"Union Township, Clermont County",46833.0,52.0,31.0,21.0,,,,,,,,,,5.0
2861,OHIO,Cities,Upper Arlington,34221.0,96.0,54.0,42.0,,,,,,2.0,,,,4.0
2862,OHIO,Cities,Urbana,11706.0,6.0,4.0,2.0,,,,,,,,,,3.0
2863,OHIO,Cities,Utica,2142.0,246.0,163.0,83.0,,,,,,2.0,,,,4.0
2864,OHIO,Cities,Van Wert,10792.0,19.0,11.0,8.0,,,,,,2.0,,,,
2865,OHIO,Cities,Village of Leesburg,1313.0,175.0,86.0,89.0,,,,,,5.0,,,,9.0
2866,OHIO,Cities,Wadsworth,21682.0,7.0,5.0,2.0,,,,,,,,,,1.0
2867,OHIO,Cities,Walbridge,3040.0,18.0,10.0,8.0,,,,,,1.0,1.0,,1.0,3.0
2868,OHIO,Cities,Wapakoneta,9842.0,275.0,170.0,105.0,,,,,,4.0,1.0,,1.0,88.0
2869,OHIO,Cities,Warren,41355.0,82.0,48.0,34.0,,,,,,2.0,,,,3.0
2870,OHIO,Cities,Washington Court House,14168.0,3.0,2.0,1.0,,,,,,,1.0,,1.0,
2871,OHIO,Cities,Waterville,5500.0,66.0,33.0,33.0,,,,,,,1.0,,1.0,4.0
2872,OHIO,Cities,Wauseon,7301.0,54.0,27.0,27.0,,,,,,,,,,2.0
2873,OHIO,Cities,Waverly,4395.0,98.0,33.0,65.0,,,,,,1.0,,,,5.0
2874,OHIO,Cities,Weathersfield,8357.0,7.0,3.0,4.0,,,,,,1.0,,,,4.0
2875,OHIO,Cities,Wells Township,2799.0,15.0,5.0,10.0,,,,,,,,,,2.0
2876,OHIO,Cities,West Alexandria,1352.0,406.0,223.0,183.0,,,,,,3.0,2.0,1.0,1.0,10.0
2877,OHIO,Cities,Westerville,36663.0,46.0,25.0,21.0,,,,,,,,,,2.0
2878,OHIO,Cities,West Jefferson,4217.0,2.0,1.0,1.0,,,,,,,,,,
2879,OHIO,Cities,West Liberty,1798.0,,,,,,,,,,,,,
2880,OHIO,Cities,West Salem,1468.0,233.0,163.0,70.0,,,,,,,,,,14.0
2881,OHIO,Cities,Wickliffe,12741.0,25.0,13.0,12.0,,,,,,,1.0,,1.0,
2882,OHIO,Cities,Williamsburg,2512.0,171.0,85.0,86.0,,,,,,2.0,,,,5.0
2883,OHIO,Cities,Wilmington,12487.0,31.0,21.0,10.0,,,,,,,,,,2.0
2884,OHIO,Cities,Wintersville,3875.0,16.0,10.0,6.0,,,,,,,,,,3.0
2885,OHIO,Cities,Woodlawn,3286.0,264.0,165.0,99.0,,,,,,6.0,,,,8.0
2886,OHIO,Cities,Wooster,26137.0,91.0,45.0,46.0,,,,,,,,,,3.0
2887,OHIO,Cities,Worthington,13754.0,12.0,9.0,3.0,,,,,,,,,,
2888,OHIO,Cities,Wyoming,8407.0,234.0,189.0,45.0,,,,,,6.0,1.0,,1.0,25.0
2889,OHIO,Cities,Xenia,25923.0,507.0,326.0,181.0,,,,,,1.0,18.0,,18.0,156.0
2890,OHIO,Cities,Youngstown,66567.0,149.0,93.0,56.0,,,,,,4.0,17.0,,17.0,16.0
2891,OHIO,Cities,Zanesville,25529.0,89.0,43.0,46.0,,,,,,1.0,,,,1.0
2892,OHIO,Universities and Colleges,Bowling Green State University,17577.0,2.0,1.0,1.0,,,,,,,,,,
2893,OHIO,Universities and Colleges,Capital University,3550.0,3.0,2.0,1.0,,,,,,,,,,
2894,OHIO,Universities and Colleges,Central State University,2503.0,,,,,,,,,,,,,
2895,OHIO,Universities and Colleges,Cleveland State University,17229.0,2.0,1.0,1.0,,,,,,,,,,
2896,OHIO,Universities and Colleges,Columbus State Community College,30921.0,280.0,132.0,148.0,,,,,,,1.0,,1.0,6.0
2897,OHIO,Universities and Colleges,"Ohio State University, Main Campus, Columbus",56867.0,35.0,18.0,17.0,,,,,,,,,,1.0
2898,OHIO,Universities and Colleges,Otterbein University,2997.0,3.0,1.0,2.0,,,,,,,,,,1.0
2899,OHIO,Universities and Colleges,Sinclair Community College,21106.0,59.0,36.0,23.0,,,,,,1.0,,,,12.0
2900,OHIO,Metropolitan Counties,Belmont,21106.0,27.0,15.0,12.0,,,,,,1.0,,,,2.0
2901,OHIO,Metropolitan Counties,Brown,21106.0,267.0,201.0,66.0,,,,,,5.0,,,,18.0
2902,OHIO,Metropolitan Counties,Butler,21106.0,14.0,11.0,3.0,,,,,,1.0,,,,3.0
2903,OHIO,Metropolitan Counties,Carroll,21106.0,225.0,141.0,84.0,,,,,,3.0,,,,15.0
2904,OHIO,Metropolitan Counties,Clark,21106.0,324.0,175.0,149.0,,,,,,7.0,1.0,,1.0,15.0
2905,OHIO,Metropolitan Counties,Clermont,21106.0,280.0,163.0,117.0,,,,,,10.0,,,,8.0
2906,OHIO,Metropolitan Counties,Delaware,21106.0,242.0,130.0,112.0,,,,,,2.0,,,,11.0
2907,OHIO,Metropolitan Counties,Fairfield,21106.0,362.0,217.0,145.0,,,,,,22.0,5.0,,5.0,35.0
2908,OHIO,Metropolitan Counties,Franklin,21106.0,44.0,25.0,19.0,,,,,,1.0,,,,4.0
2909,OHIO,Metropolitan Counties,Fulton,21106.0,159.0,79.0,80.0,,,,,,,,,,7.0
2910,OHIO,Metropolitan Counties,Geauga,21106.0,48.0,28.0,20.0,,,,,,,,,,9.0
2911,OHIO,Metropolitan Counties,Greene,21106.0,62.0,35.0,27.0,,,,,,1.0,,,,1.0
2912,OHIO,Metropolitan Counties,Hocking,21106.0,,,,,,,,,,,,,2.0
2913,OHIO,Metropolitan Counties,Jefferson,21106.0,33.0,19.0,14.0,,,,,,1.0,1.0,,1.0,9.0
2914,OHIO,Metropolitan Counties,Lawrence,21106.0,193.0,105.0,88.0,,,,,,4.0,1.0,,1.0,19.0
2915,OHIO,Metropolitan Counties,Lorain,21106.0,94.0,64.0,30.0,,,,,,5.0,,,,10.0
2916,OHIO,Metropolitan Counties,Lucas,21106.0,78.0,42.0,36.0,1.0,,1.0,,,1.0,,,,9.0
2917,OHIO,Metropolitan Counties,Madison,21106.0,219.0,123.0,96.0,,,,,,5.0,,,,10.0
2918,OHIO,Metropolitan Counties,Miami,21106.0,920.0,582.0,338.0,,,,,,8.0,3.0,1.0,2.0,77.0
2919,OHIO,Metropolitan Counties,Montgomery,21106.0,31.0,18.0,13.0,,,,,,2.0,,,,2.0
2920,OHIO,Metropolitan Counties,Morrow,21106.0,108.0,75.0,33.0,,,,,,,,,,13.0
2921,OHIO,Metropolitan Counties,Pickaway,21106.0,245.0,142.0,103.0,,,,,,8.0,,,,22.0
2922,OHIO,Metropolitan Counties,Richland,21106.0,107.0,67.0,40.0,,,,,,5.0,,,,31.0
2923,OHIO,Metropolitan Counties,Stark,21106.0,411.0,257.0,154.0,,,,,,3.0,,,,18.0
2924,OHIO,Metropolitan Counties,Summit,21106.0,48.0,29.0,19.0,,,,,,1.0,,,,8.0
2925,OHIO,Metropolitan Counties,Trumbull,21106.0,146.0,84.0,62.0,,,,,,2.0,68.0,,68.0,6.0
2926,OHIO,Metropolitan Counties,Wood,21106.0,81.0,57.0,24.0,,,,,,1.0,,,,7.0
2927,OHIO,Nonmetropolitan Counties,Adams,21106.0,83.0,47.0,36.0,,,,,,4.0,,,,6.0
2928,OHIO,Nonmetropolitan Counties,Ashland,21106.0,215.0,122.0,93.0,,,,,,2.0,,,,24.0
2929,OHIO,Nonmetropolitan Counties,Ashtabula,21106.0,131.0,100.0,31.0,,,,,,1.0,,,,4.0
2930,OHIO,Nonmetropolitan Counties,Athens,21106.0,11.0,9.0,2.0,,,,,,,,,,5.0
2931,OHIO,Nonmetropolitan Counties,Auglaize,21106.0,71.0,51.0,20.0,,,,,,3.0,1.0,,1.0,17.0
2932,OHIO,Nonmetropolitan Counties,Champaign,21106.0,30.0,16.0,14.0,,,,,,,,,,4.0
2933,OHIO,Nonmetropolitan Counties,Clinton,21106.0,3.0,3.0,,,,,,,,,,,3.0
2934,OHIO,Nonmetropolitan Counties,Columbiana,21106.0,26.0,17.0,9.0,,,,,,1.0,2.0,1.0,1.0,7.0
2935,OHIO,Nonmetropolitan Counties,Coshocton,21106.0,74.0,46.0,28.0,,,,,,2.0,,,,8.0
2936,OHIO,Nonmetropolitan Counties,Crawford,21106.0,94.0,54.0,40.0,,,,,,,1.0,1.0,,10.0
2937,OHIO,Nonmetropolitan Counties,Darke,21106.0,124.0,68.0,56.0,,,,,,3.0,,,,6.0
2938,OHIO,Nonmetropolitan Counties,Defiance,21106.0,61.0,37.0,24.0,2.0,,2.0,,,3.0,,,,9.0
2939,OHIO,Nonmetropolitan Counties,Fayette,21106.0,56.0,38.0,18.0,,,,,,,,,,8.0
2940,OHIO,Nonmetropolitan Counties,Gallia,21106.0,11.0,8.0,3.0,,,,,,,,,,3.0
2941,OHIO,Nonmetropolitan Counties,Guernsey,21106.0,10.0,5.0,5.0,,,,,,,,,,2.0
2942,OHIO,Nonmetropolitan Counties,Hancock,21106.0,123.0,96.0,27.0,,,,,,1.0,,,,1.0
2943,OHIO,Nonmetropolitan Counties,Hardin,21106.0,32.0,18.0,14.0,,,,,,,,,,3.0
2944,OHIO,Nonmetropolitan Counties,Harrison,21106.0,127.0,98.0,29.0,,,,,,1.0,,,,4.0
2945,OHIO,Nonmetropolitan Counties,Holmes,21106.0,63.0,57.0,6.0,,,,,,2.0,,,,7.0
2946,OHIO,Nonmetropolitan Counties,Logan,21106.0,59.0,36.0,23.0,,,,,,3.0,,,,7.0
2947,OHIO,Nonmetropolitan Counties,Marion,21106.0,42.0,34.0,8.0,,,,,,,,,,2.0
2948,OHIO,Nonmetropolitan Counties,Meigs,21106.0,17.0,11.0,6.0,,,,,,,,,,1.0
2949,OHIO,Nonmetropolitan Counties,Mercer,21106.0,65.0,36.0,29.0,,,,,,,,,,8.0
2950,OHIO,Nonmetropolitan Counties,Monroe,21106.0,1.0,,1.0,,,,,,,,,,2.0
2951,OHIO,Nonmetropolitan Counties,Paulding,21106.0,19.0,12.0,7.0,,,,,,1.0,,,,4.0
2952,OHIO,Nonmetropolitan Counties,Pike,21106.0,82.0,42.0,40.0,1.0,,,1.0,,,3.0,1.0,2.0,10.0
2953,OHIO,Nonmetropolitan Counties,Ross,21106.0,27.0,16.0,11.0,,,,,,2.0,,,,4.0
2954,OHIO,Nonmetropolitan Counties,Scioto,21106.0,45.0,18.0,27.0,,,,,,1.0,,,,3.0
2955,OHIO,Nonmetropolitan Counties,Seneca,21106.0,45.0,24.0,21.0,,,,,,,,,,9.0
2956,OHIO,Nonmetropolitan Counties,Tuscarawas,21106.0,14.0,9.0,5.0,,,,,,,,,,3.0
2957,OHIO,Nonmetropolitan Counties,Van Wert,21106.0,17.0,11.0,6.0,,,,,,,,,,3.0
2958,OHIO,Nonmetropolitan Counties,Vinton,21106.0,142.0,116.0,26.0,,,,,,2.0,,,,13.0
2959,OHIO,Nonmetropolitan Counties,Washington,21106.0,61.0,40.0,21.0,,,,,,2.0,,,,6.0
2960,OHIO,Nonmetropolitan Counties,Wayne,21106.0,81.0,43.0,38.0,,,,,,1.0,,,,4.0
2961,OHIO,Nonmetropolitan Counties,Wyandot,21106.0,4677.0,3064.0,1613.0,,,,,,3.0,,,,387.0
2962,OHIO,State Police Agencies,Ohio State Highway Patrol,21106.0,14.0,10.0,4.0,,,,,,,,,,1.0
2963,OHIO,Other Agencies,Hamilton County Park District,21106.0,84.0,48.0,36.0,,,,,,,,,,
2964,OHIO,Other Agencies,Lorain County Metropolitan Park District,21106.0,3.0,1.0,2.0,,,,,,,,,,
2965,OHIO,Other Agencies,Mill Creek MetroPark,21106.0,,,,9.0,,,9.0,,,,,,2.0
2966,OHIO,Other Agencies,Ohio Investigative Unit,21106.0,33.0,12.0,21.0,,,,,,,1.0,,1.0,2.0
2967,OHIO,Other Agencies,Port Columbus International Airport,21106.0,1.0,1.0,,,,,,,,,,,2.0
2968,OKLAHOMA,Cities,Achille,502.0,1.0,1.0,,,,,,,,,,,
2969,OKLAHOMA,Cities,Allen,941.0,101.0,70.0,31.0,,,,,,,,,,12.0
2970,OKLAHOMA,Cities,Altus,19936.0,19.0,17.0,2.0,,,,,,,,,,1.0
2971,OKLAHOMA,Cities,Alva,4914.0,10.0,6.0,4.0,,,,,,,,,,1.0
2972,OKLAHOMA,Cities,Antlers,2443.0,,,,,,,,,,,,,
2973,OKLAHOMA,Cities,Apache,1454.0,,,,,,,,,,,,,
2974,OKLAHOMA,Cities,Arkoma,2010.0,28.0,23.0,5.0,,,,,,1.0,,,,1.0
2975,OKLAHOMA,Cities,Atoka,3133.0,,,,,,,,,,,,,
2976,OKLAHOMA,Cities,Beaver,1520.0,22.0,12.0,10.0,,,,,,,,,,5.0
2977,OKLAHOMA,Cities,Beggs,1325.0,79.0,56.0,23.0,,,,,,,,,,2.0
2978,OKLAHOMA,Cities,Blackwell,7074.0,57.0,34.0,23.0,,,,,,,,,,3.0
2979,OKLAHOMA,Cities,Blanchard,7848.0,1.0,1.0,,,,,,,,,,,
2980,OKLAHOMA,Cities,Boise City,1278.0,6.0,3.0,3.0,,,,,,,,,,
2981,OKLAHOMA,Cities,Boley,1194.0,8.0,7.0,1.0,,,,,,,,,,
2982,OKLAHOMA,Cities,Caddo,1025.0,13.0,10.0,3.0,,,,,,,,,,
2983,OKLAHOMA,Cities,Calera,2213.0,8.0,5.0,3.0,,,,,,,,,,1.0
2984,OKLAHOMA,Cities,Caney,206.0,8.0,7.0,1.0,,,,,,,,,,
2985,OKLAHOMA,Cities,Carnegie,1725.0,3.0,3.0,,,,,,,,,,,2.0
2986,OKLAHOMA,Cities,Carney,648.0,39.0,28.0,11.0,,,,,,,,,,4.0
2987,OKLAHOMA,Cities,Chandler,3109.0,17.0,4.0,13.0,,,,,,,,,,1.0
2988,OKLAHOMA,Cities,Checotah,3373.0,28.0,20.0,8.0,,,,,,,,,,2.0
2989,OKLAHOMA,Cities,Chelsea,1994.0,,,,,,,,,,,,,
2990,OKLAHOMA,Cities,Cherokee,1513.0,100.0,61.0,39.0,,,,,,3.0,1.0,,1.0,12.0
2991,OKLAHOMA,Cities,Choctaw,11434.0,22.0,16.0,6.0,,,,,,,,,,
2992,OKLAHOMA,Cities,Chouteau,2125.0,6.0,5.0,1.0,,,,,,,,,,
2993,OKLAHOMA,Cities,Clayton,819.0,3.0,3.0,,,,,,,1.0,,,,
2994,OKLAHOMA,Cities,Cleveland,3302.0,7.0,4.0,3.0,,,,,,,,,,3.0
2995,OKLAHOMA,Cities,Coalgate,1981.0,2.0,2.0,,,,,,,,,,,
2996,OKLAHOMA,Cities,Colbert,1165.0,12.0,7.0,5.0,,,,,,,,,,3.0
2997,OKLAHOMA,Cities,Comanche,1677.0,9.0,5.0,4.0,,,,,,,,,,2.0
2998,OKLAHOMA,Cities,Cordell,2920.0,100.0,54.0,46.0,,,,,,1.0,,,,6.0
2999,OKLAHOMA,Cities,Coweta,9563.0,43.0,27.0,16.0,,,,,,,,,,4.0
3000,OKLAHOMA,Cities,Cushing,7939.0,6.0,3.0,3.0,,,,,,,,,,1.0
3001,OKLAHOMA,Cities,Davenport,816.0,2.0,1.0,1.0,,,,,,,,,,
3002,OKLAHOMA,Cities,Dewar,890.0,10.0,7.0,3.0,,,,,,,,,,1.0
3003,OKLAHOMA,Cities,Dibble,847.0,33.0,27.0,6.0,,,,,,1.0,,,,4.0
3004,OKLAHOMA,Cities,Drumright,2946.0,154.0,106.0,48.0,,,,,,1.0,,,,19.0
3005,OKLAHOMA,Cities,Duncan,23652.0,178.0,125.0,53.0,,,,,,,,,,10.0
3006,OKLAHOMA,Cities,Elk City,11861.0,29.0,22.0,7.0,,,,,,1.0,,,,4.0
3007,OKLAHOMA,Cities,Eufaula,2845.0,1.0,1.0,,,,,,,,,,,1.0
