State,AgencyType,AgencyName,AssaultOffenses,HomicideOffenses,KidnappingAbduction,SexOffenses,SexOffensesNonforcible,Arson,Bribery,BurglaryBreaking&Entering,CounterfeitingForgery,DestructionDamageVandalism,Embezzlement,ExtortionBlackmail,FraudOffenses,LarcenyTheftOffenses,Robbery,StolenPropertyOffenses,DrugNarcoticOffenses,GamblingOffenses,PornographyObsceneMaterial,ProstitutionOffenses,WeaponLawViolations,TotalOffences
KENTUCKY,Nonmetropolitan Counties,Mercer,13.0,0.0,1.0,1.0,0.0,0.0,0.0,22.0,3.0,12.0,0.0,0.0,2.0,30.0,0.0,4.0,29.0,0.0,0.0,0.0,2.0,119.0
KENTUCKY,Nonmetropolitan Counties,Metcalfe,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0
KENTUCKY,Nonmetropolitan Counties,Monroe,94.0,0.0,0.0,4.0,0.0,0.0,0.0,201.0,35.0,65.0,17.0,0.0,25.0,244.0,7.0,12.0,50.0,0.0,0.0,0.0,3.0,757.0
KENTUCKY,Nonmetropolitan Counties,Montgomery,18.0,0.0,1.0,2.0,0.0,1.0,1.0,22.0,6.0,5.0,0.0,0.0,3.0,9.0,0.0,6.0,148.0,0.0,0.0,0.0,6.0,228.0
KENTUCKY,Nonmetropolitan Counties,Muhlenberg,58.0,0.0,2.0,11.0,0.0,2.0,0.0,96.0,10.0,38.0,1.0,0.0,13.0,89.0,4.0,9.0,82.0,0.0,1.0,0.0,4.0,420.0
KENTUCKY,Nonmetropolitan Counties,Nelson,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,5.0,0.0,0.0,0.0,6.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,42.0
KENTUCKY,Nonmetropolitan Counties,Nicholas,101.0,1.0,3.0,17.0,2.0,4.0,0.0,105.0,13.0,30.0,3.0,0.0,11.0,74.0,1.0,5.0,80.0,0.0,2.0,0.0,2.0,454.0
KENTUCKY,Nonmetropolitan Counties,Ohio,3.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,5.0,1.0,0.0,1.0,15.0,0.0,2.0,8.0,0.0,0.0,0.0,2.0,71.0
KENTUCKY,Nonmetropolitan Counties,Owen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,2.0,1.0,0.0,18.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,42.0
KENTUCKY,Nonmetropolitan Counties,Owsley,11.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,50.0
KENTUCKY,Nonmetropolitan Counties,Perry,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,13.0
KENTUCKY,Nonmetropolitan Counties,Perry County Police Department,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,2.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0
KENTUCKY,Nonmetropolitan Counties,Pike,5.0,0.0,1.0,1.0,0.0,0.0,0.0,51.0,14.0,20.0,1.0,0.0,9.0,46.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,162.0
KENTUCKY,Nonmetropolitan Counties,Powell,62.0,1.0,0.0,17.0,2.0,2.0,0.0,306.0,17.0,55.0,4.0,0.0,21.0,457.0,4.0,7.0,27.0,0.0,1.0,0.0,2.0,985.0
KENTUCKY,Nonmetropolitan Counties,Pulaski,3.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,4.0,7.0,0.0,0.0,1.0,24.0,1.0,3.0,15.0,0.0,0.0,0.0,2.0,113.0
KENTUCKY,Nonmetropolitan Counties,Rockcastle,36.0,0.0,0.0,5.0,0.0,0.0,1.0,8.0,7.0,13.0,0.0,0.0,10.0,46.0,1.0,2.0,46.0,0.0,0.0,0.0,3.0,178.0
KENTUCKY,Nonmetropolitan Counties,Rowan,13.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,1.0,7.0,1.0,0.0,2.0,31.0,1.0,3.0,12.0,0.0,0.0,0.0,0.0,97.0
KENTUCKY,Nonmetropolitan Counties,Russell,30.0,0.0,5.0,12.0,0.0,0.0,2.0,53.0,6.0,35.0,1.0,0.0,5.0,61.0,2.0,2.0,41.0,0.0,0.0,0.0,1.0,256.0
KENTUCKY,Nonmetropolitan Counties,Simpson,59.0,0.0,0.0,5.0,0.0,1.0,0.0,106.0,14.0,35.0,3.0,0.0,14.0,93.0,2.0,6.0,10.0,0.0,3.0,0.0,2.0,353.0
KENTUCKY,Nonmetropolitan Counties,Taylor,31.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2.0,11.0,1.0,0.0,4.0,31.0,2.0,7.0,37.0,0.0,0.0,0.0,3.0,171.0
KENTUCKY,Nonmetropolitan Counties,Todd,40.0,0.0,1.0,4.0,1.0,2.0,0.0,19.0,3.0,18.0,4.0,0.0,7.0,27.0,0.0,5.0,44.0,0.0,0.0,0.0,6.0,181.0
KENTUCKY,Nonmetropolitan Counties,Union,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,5.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43.0
KENTUCKY,Nonmetropolitan Counties,Washington,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,24.0
KENTUCKY,Nonmetropolitan Counties,Wayne,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,21.0
KENTUCKY,Nonmetropolitan Counties,Webster,23.0,2.0,1.0,1.0,0.0,1.0,0.0,94.0,1.0,25.0,28.0,0.0,3.0,48.0,4.0,10.0,88.0,0.0,0.0,0.0,3.0,332.0
KENTUCKY,Nonmetropolitan Counties,Whitley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,8.0,0.0,0.0,4.0,18.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,53.0
KENTUCKY,Nonmetropolitan Counties,Wolfe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KENTUCKY,State Police Agencies,State Police:,95.0,0.0,1.0,77.0,1.0,9.0,1.0,152.0,26.0,32.0,0.0,0.0,28.0,173.0,1.0,19.0,105.0,0.0,6.0,0.0,5.0,731.0
KENTUCKY,State Police Agencies,Ashland,226.0,6.0,5.0,70.0,1.0,7.0,1.0,104.0,11.0,66.0,4.0,0.0,26.0,95.0,3.0,29.0,191.0,0.0,15.0,0.0,16.0,876.0
KENTUCKY,State Police Agencies,Bowling Green,223.0,3.0,2.0,86.0,2.0,2.0,1.0,126.0,15.0,50.0,7.0,0.0,29.0,89.0,0.0,14.0,401.0,0.0,5.0,0.0,11.0,1066.0
KENTUCKY,State Police Agencies,Campbellsburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,0.0,0.0,0.0,0.0,471.0
KENTUCKY,State Police Agencies,Cannabis Suppression Section,194.0,9.0,2.0,146.0,3.0,17.0,2.0,88.0,15.0,47.0,4.0,0.0,24.0,66.0,6.0,19.0,146.0,0.0,16.0,2.0,9.0,815.0
KENTUCKY,State Police Agencies,Columbia,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,2.0,7.0,0.0,4.0,849.0,0.0,1.0,0.0,6.0,879.0
KENTUCKY,State Police Agencies,Drug Enforcement Area 2,235.0,0.0,2.0,84.0,4.0,25.0,2.0,176.0,20.0,78.0,12.0,0.0,33.0,205.0,4.0,29.0,185.0,0.0,9.0,0.0,12.0,1115.0
KENTUCKY,State Police Agencies,Dry Ridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,24.0
KENTUCKY,State Police Agencies,Electronic Crimes,215.0,5.0,7.0,76.0,4.0,7.0,0.0,127.0,22.0,42.0,7.0,0.0,15.0,138.0,7.0,28.0,115.0,0.0,19.0,0.0,16.0,850.0
KENTUCKY,State Police Agencies,Elizabethtown,110.0,2.0,6.0,79.0,1.0,7.0,1.0,59.0,16.0,41.0,10.0,0.0,36.0,101.0,0.0,16.0,198.0,0.0,10.0,0.0,14.0,707.0
KENTUCKY,State Police Agencies,Frankfort,193.0,4.0,1.0,58.0,0.0,4.0,0.0,198.0,15.0,108.0,7.0,0.0,24.0,212.0,15.0,24.0,196.0,0.0,4.0,0.0,7.0,1070.0
KENTUCKY,State Police Agencies,Harlan,276.0,8.0,5.0,48.0,0.0,9.0,0.0,226.0,19.0,58.0,6.0,0.0,24.0,210.0,18.0,13.0,136.0,0.0,12.0,0.0,4.0,1072.0
KENTUCKY,State Police Agencies,Hazard,152.0,2.0,11.0,50.0,1.0,2.0,0.0,52.0,9.0,46.0,2.0,0.0,26.0,64.0,3.0,12.0,139.0,0.0,12.0,0.0,5.0,588.0
KENTUCKY,State Police Agencies,Henderson,169.0,6.0,2.0,92.0,4.0,8.0,2.0,152.0,20.0,43.0,6.0,0.0,29.0,164.0,8.0,47.0,314.0,0.0,7.0,0.0,25.0,1098.0
KENTUCKY,State Police Agencies,London,147.0,7.0,1.0,37.0,2.0,5.0,0.0,82.0,12.0,39.0,6.0,1.0,12.0,63.0,3.0,26.0,230.0,0.0,5.0,0.0,21.0,699.0
KENTUCKY,State Police Agencies,Madisonville,290.0,0.0,10.0,96.0,3.0,6.0,0.0,89.0,18.0,52.0,13.0,0.0,45.0,170.0,2.0,28.0,329.0,0.0,11.0,1.0,30.0,1193.0
KENTUCKY,State Police Agencies,Mayfield,263.0,7.0,4.0,76.0,6.0,3.0,1.0,195.0,26.0,44.0,7.0,0.0,26.0,142.0,5.0,27.0,163.0,0.0,5.0,0.0,17.0,1017.0
KENTUCKY,State Police Agencies,Morehead,614.0,4.0,11.0,78.0,6.0,10.0,2.0,448.0,35.0,140.0,14.0,0.0,55.0,385.0,36.0,18.0,181.0,0.0,10.0,0.0,11.0,2058.0
KENTUCKY,State Police Agencies,Pikeville,220.0,3.0,10.0,116.0,4.0,18.0,0.0,237.0,20.0,63.0,9.0,0.0,40.0,213.0,9.0,43.0,146.0,0.0,6.0,0.0,13.0,1170.0
KENTUCKY,State Police Agencies,Richmond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,5.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,35.0
KENTUCKY,State Police Agencies,Special Investigations,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,464.0,0.0,0.0,1.0,8.0,485.0
KENTUCKY,State Police Agencies,West Drug Enforcement Branch,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,5.0,172.0
KENTUCKY,Other Agencies,Barren County Drug Task Force,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,134.0,0.0,0.0,0.0,3.0,139.0
KENTUCKY,Other Agencies,Buffalo Trace-Gateway Narcotics Task Force,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,0.0,15.0,54.0,0.0,3.0,33.0,0.0,0.0,0.0,5.0,128.0
KENTUCKY,Other Agencies,Cincinnati-Northern Kentucky International Airport,150.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,2.0,45.0,1.0,0.0,1.0,173.0,0.0,6.0,100.0,1.0,0.0,0.0,15.0,503.0
KENTUCKY,Other Agencies,Fayette County Schools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
KENTUCKY,Other Agencies,Fish and Wildlife Enforcement,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,151.0,0.0,0.0,0.0,3.0,164.0
KENTUCKY,Other Agencies,FIVCO Area Drug Task Force,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
KENTUCKY,Other Agencies,Graves County Schools,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,1.0,0.0,3.0,375.0,0.0,0.0,0.0,11.0,410.0
KENTUCKY,Other Agencies,Greater Hardin County Narcotics Task Force,111.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0,85.0,0.0,0.0,0.0,42.0,1.0,0.0,15.0,0.0,0.0,0.0,4.0,296.0
KENTUCKY,Other Agencies,Jefferson County Board of Education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,2.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
KENTUCKY,Other Agencies,Kentucky Horse Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
KENTUCKY,Other Agencies,Kentucky Fairgrounds Security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0
KENTUCKY,Other Agencies,"Lee County Constable, District 3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
KENTUCKY,Other Agencies,Lexington Bluegrass Airport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,22.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,41.0
KENTUCKY,Other Agencies,Louisville Regional Airport Authority,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,34.0
KENTUCKY,Other Agencies,McCracken County Public Schools,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,45.0
KENTUCKY,Other Agencies,Montgomery County School District,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,2.0,13.0,0.0,9.0,67.0,0.0,0.0,0.0,6.0,135.0
KENTUCKY,Other Agencies,Motor Vehicle Enforcement,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,199.0
KENTUCKY,Other Agencies,Northern Kentucky Narcotics Enforcement Unit,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,25.0
KENTUCKY,Other Agencies,Ohio County School System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,1.0,0.0,2.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0
KENTUCKY,Other Agencies,Park Security,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,6.0,0.0,4.0,538.0,0.0,0.0,0.0,18.0,578.0
KENTUCKY,Other Agencies,Pennyrile Narcotics Task Force,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,302.0,0.0,0.0,0.0,5.0,318.0
KENTUCKY,Other Agencies,South Central Kentucky Drug Task Force,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,332.0,0.0,0.0,0.0,1.0,334.0
KENTUCKY,Other Agencies,"Unlawful Narcotics Investigation, Treatment and Education",323.0,0.0,0.0,28.0,6.0,4.0,0.0,183.0,36.0,272.0,11.0,0.0,78.0,971.0,18.0,1.0,306.0,0.0,1.0,0.0,9.0,2247.0
MAINE,Cities,Auburn,558.0,1.0,2.0,38.0,6.0,12.0,0.0,239.0,43.0,422.0,10.0,0.0,168.0,952.0,27.0,8.0,177.0,0.0,6.0,3.0,19.0,2691.0
MAINE,Cities,Augusta,35.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,1.0,14.0,0.0,0.0,0.0,65.0,0.0,1.0,48.0,0.0,1.0,0.0,0.0,194.0
MAINE,Cities,Bar Harbor,7.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,13.0,37.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,76.0
MAINE,Cities,Carrabassett Valley,541.0,0.0,1.0,48.0,9.0,10.0,0.0,330.0,31.0,497.0,8.0,0.0,69.0,1029.0,43.0,2.0,148.0,0.0,23.0,7.0,42.0,2838.0
MAINE,Cities,Lewiston,80.0,0.0,0.0,11.0,1.0,1.0,0.0,53.0,6.0,76.0,0.0,0.0,10.0,103.0,1.0,4.0,72.0,0.0,1.0,0.0,1.0,420.0
MAINE,Cities,Lisbon,24.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,1.0,18.0,0.0,0.0,2.0,39.0,0.0,0.0,17.0,0.0,3.0,0.0,1.0,124.0
MAINE,Cities,Monmouth,57.0,0.0,0.0,6.0,4.0,0.0,0.0,21.0,1.0,54.0,0.0,1.0,7.0,113.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,296.0
MAINE,Cities,Oakland,143.0,2.0,0.0,10.0,1.0,6.0,0.0,80.0,16.0,74.0,0.0,0.0,39.0,210.0,3.0,0.0,104.0,0.0,0.0,6.0,4.0,698.0
MAINE,Cities,Old Orchard Beach,470.0,1.0,1.0,14.0,4.0,3.0,0.0,94.0,12.0,235.0,0.0,0.0,45.0,368.0,10.0,1.0,203.0,0.0,3.0,1.0,16.0,1481.0
MAINE,Cities,Saco,144.0,0.0,4.0,8.0,1.0,1.0,1.0,66.0,21.0,96.0,3.0,0.0,90.0,428.0,4.0,0.0,133.0,0.0,0.0,2.0,5.0,1007.0
MAINE,Cities,Scarborough,322.0,0.0,0.0,21.0,1.0,6.0,0.0,105.0,28.0,215.0,0.0,0.0,26.0,439.0,5.0,0.0,107.0,0.0,0.0,1.0,3.0,1279.0
MAINE,Cities,Skowhegan,214.0,0.0,0.0,9.0,1.0,0.0,0.0,108.0,19.0,173.0,18.0,0.0,84.0,848.0,11.0,12.0,201.0,0.0,0.0,1.0,14.0,1713.0
MAINE,Cities,South Portland,253.0,1.0,0.0,29.0,4.0,4.0,0.0,147.0,15.0,265.0,0.0,0.0,29.0,600.0,9.0,0.0,133.0,0.0,1.0,0.0,6.0,1496.0
MAINE,Cities,Waterville,58.0,0.0,1.0,0.0,1.0,0.0,0.0,48.0,6.0,57.0,1.0,0.0,40.0,100.0,0.0,1.0,50.0,0.0,0.0,0.0,5.0,368.0
MAINE,Cities,Wells,79.0,0.0,0.0,7.0,0.0,0.0,0.0,16.0,11.0,87.0,0.0,1.0,14.0,140.0,1.0,0.0,69.0,0.0,2.0,0.0,2.0,429.0
MAINE,Cities,Winslow,118.0,0.0,0.0,2.0,0.0,0.0,0.0,58.0,6.0,109.0,0.0,0.0,34.0,188.0,1.0,0.0,232.0,0.0,2.0,0.0,8.0,758.0
MAINE,Cities,York,236.0,0.0,0.0,19.0,2.0,1.0,0.0,148.0,15.0,187.0,1.0,1.0,31.0,269.0,2.0,0.0,74.0,0.0,1.0,0.0,7.0,994.0
MAINE,Nonmetropolitan Counties,Kennebec,200.0,0.0,0.0,1.0,2.0,1.0,0.0,97.0,15.0,132.0,0.0,3.0,45.0,257.0,6.0,12.0,22.0,0.0,0.0,0.0,3.0,796.0
MASSACHUSETTS,Cities,Abington,74.0,0.0,0.0,4.0,0.0,0.0,0.0,37.0,6.0,62.0,6.0,0.0,74.0,202.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,469.0
MASSACHUSETTS,Cities,Acton,77.0,0.0,0.0,1.0,4.0,2.0,0.0,72.0,6.0,71.0,0.0,0.0,17.0,61.0,1.0,7.0,9.0,0.0,1.0,0.0,1.0,330.0
MASSACHUSETTS,Cities,Acushnet,98.0,0.0,0.0,24.0,11.0,3.0,0.0,51.0,11.0,96.0,1.0,0.0,32.0,150.0,4.0,6.0,20.0,0.0,5.0,0.0,6.0,518.0
MASSACHUSETTS,Cities,Adams,149.0,0.0,2.0,14.0,1.0,0.0,0.0,108.0,13.0,63.0,0.0,0.0,29.0,165.0,5.0,11.0,69.0,0.0,0.0,2.0,5.0,636.0
MASSACHUSETTS,Cities,Agawam,198.0,0.0,0.0,7.0,7.0,1.0,0.0,49.0,10.0,122.0,0.0,2.0,49.0,229.0,5.0,7.0,47.0,0.0,3.0,0.0,9.0,745.0
MASSACHUSETTS,Cities,Amesbury,221.0,0.0,0.0,37.0,3.0,2.0,0.0,95.0,7.0,115.0,1.0,0.0,35.0,275.0,4.0,10.0,110.0,0.0,1.0,0.0,4.0,920.0
MASSACHUSETTS,Cities,Amherst,123.0,0.0,2.0,4.0,0.0,0.0,0.0,50.0,16.0,108.0,6.0,0.0,61.0,227.0,2.0,2.0,43.0,0.0,0.0,0.0,4.0,648.0
MASSACHUSETTS,Cities,Andover,242.0,0.0,3.0,5.0,1.0,7.0,0.0,101.0,12.0,211.0,0.0,1.0,137.0,410.0,9.0,4.0,30.0,0.0,1.0,0.0,6.0,1180.0
MASSACHUSETTS,Cities,Arlington,48.0,0.0,0.0,2.0,0.0,1.0,0.0,21.0,3.0,44.0,1.0,0.0,8.0,39.0,1.0,2.0,9.0,0.0,1.0,0.0,1.0,181.0
MASSACHUSETTS,Cities,Ashburnham,5.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,0.0,4.0,13.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,57.0
MASSACHUSETTS,Cities,Ashby,74.0,0.0,0.0,3.0,2.0,1.0,0.0,56.0,2.0,63.0,1.0,0.0,31.0,88.0,3.0,2.0,12.0,0.0,3.0,0.0,0.0,341.0
MASSACHUSETTS,Cities,Ashland,122.0,0.0,0.0,10.0,0.0,5.0,0.0,88.0,6.0,121.0,1.0,0.0,11.0,168.0,8.0,10.0,39.0,0.0,1.0,0.0,10.0,600.0
MASSACHUSETTS,Cities,Athol,557.0,1.0,7.0,43.0,5.0,6.0,0.0,248.0,48.0,323.0,7.0,3.0,146.0,771.0,23.0,29.0,101.0,0.0,4.0,0.0,29.0,2351.0
MASSACHUSETTS,Cities,Attleboro,217.0,0.0,2.0,3.0,0.0,4.0,0.0,75.0,27.0,149.0,14.0,0.0,60.0,537.0,3.0,55.0,49.0,0.0,7.0,3.0,8.0,1213.0
MASSACHUSETTS,Cities,Auburn,109.0,1.0,0.0,3.0,0.0,2.0,0.0,69.0,1.0,76.0,0.0,0.0,14.0,89.0,4.0,0.0,12.0,1.0,0.0,0.0,5.0,386.0
MASSACHUSETTS,Cities,Ayer,712.0,1.0,6.0,69.0,4.0,10.0,0.0,381.0,84.0,542.0,1.0,0.0,141.0,929.0,30.0,55.0,317.0,0.0,3.0,1.0,89.0,3375.0
MASSACHUSETTS,Cities,Barnstable,109.0,0.0,0.0,1.0,5.0,0.0,0.0,24.0,7.0,55.0,0.0,0.0,10.0,63.0,0.0,4.0,36.0,0.0,1.0,0.0,7.0,322.0
MASSACHUSETTS,Cities,Barre,21.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,1.0,26.0,1.0,0.0,1.0,56.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,135.0
MASSACHUSETTS,Cities,Bedford,86.0,0.0,1.0,1.0,3.0,1.0,0.0,50.0,4.0,57.0,1.0,0.0,30.0,110.0,1.0,2.0,15.0,0.0,1.0,0.0,1.0,364.0
MASSACHUSETTS,Cities,Belchertown,107.0,0.0,1.0,3.0,1.0,1.0,0.0,114.0,14.0,66.0,0.0,0.0,70.0,188.0,4.0,0.0,12.0,0.0,1.0,0.0,1.0,583.0
MASSACHUSETTS,Cities,Belmont,49.0,0.0,0.0,2.0,1.0,0.0,0.0,37.0,1.0,31.0,1.0,0.0,5.0,43.0,0.0,1.0,14.0,0.0,0.0,0.0,6.0,191.0
MASSACHUSETTS,Cities,Berkley,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,2.0,41.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,73.0
MASSACHUSETTS,Cities,Berlin,28.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,18.0,0.0,0.0,9.0,16.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,95.0
MASSACHUSETTS,Cities,Bernardston,318.0,0.0,1.0,16.0,1.0,3.0,0.0,116.0,3.0,337.0,0.0,0.0,93.0,507.0,13.0,0.0,117.0,0.0,0.0,0.0,3.0,1528.0
MASSACHUSETTS,Cities,Beverly,198.0,1.0,2.0,11.0,2.0,4.0,0.0,90.0,5.0,254.0,1.0,0.0,119.0,359.0,7.0,0.0,27.0,0.0,1.0,2.0,10.0,1093.0
MASSACHUSETTS,Cities,Billerica,86.0,0.0,0.0,2.0,1.0,2.0,0.0,12.0,2.0,51.0,1.0,0.0,15.0,116.0,2.0,0.0,12.0,0.0,1.0,0.0,4.0,307.0
MASSACHUSETTS,Cities,Blackstone,41.0,0.0,0.0,1.0,3.0,0.0,1.0,21.0,0.0,45.0,0.0,0.0,18.0,27.0,0.0,0.0,30.0,0.0,1.0,0.0,6.0,194.0
MASSACHUSETTS,Cities,Bolton,391.0,0.0,2.0,13.0,7.0,5.0,0.0,270.0,18.0,288.0,4.0,0.0,108.0,267.0,8.0,16.0,41.0,0.0,1.0,0.0,10.0,1449.0
MASSACHUSETTS,Cities,Bourne,11.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,11.0,0.0,0.0,7.0,51.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,112.0
MASSACHUSETTS,Cities,Boxborough,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,23.0,0.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
MASSACHUSETTS,Cities,Boxford,163.0,0.0,2.0,6.0,2.0,2.0,0.0,133.0,40.0,38.0,4.0,0.0,88.0,533.0,15.0,9.0,85.0,0.0,1.0,1.0,2.0,1124.0
MASSACHUSETTS,Cities,Braintree,60.0,0.0,0.0,2.0,3.0,1.0,0.0,47.0,7.0,65.0,0.0,0.0,34.0,138.0,2.0,2.0,16.0,0.0,0.0,0.0,2.0,379.0
MASSACHUSETTS,Cities,Brewster,10.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,11.0,3.0,0.0,9.0,26.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,71.0
