State,AgencyType,AgencyName,AssaultOffenses,HomicideOffenses,KidnappingAbduction,SexOffenses,SexOffensesNonforcible,Arson,Bribery,BurglaryBreaking&Entering,CounterfeitingForgery,DestructionDamageVandalism,Embezzlement,ExtortionBlackmail,FraudOffenses,LarcenyTheftOffenses,Robbery,StolenPropertyOffenses,DrugNarcoticOffenses,GamblingOffenses,PornographyObsceneMaterial,ProstitutionOffenses,WeaponLawViolations,TotalOffences
NEW HAMPSHIRE,Cities,New Hampton,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,20.0,0.0,0.0,33.0,239.0,1.0,13.0,7.0,0.0,1.0,0.0,1.0,332.0
NEW HAMPSHIRE,Cities,Newington,17.0,0.0,0.0,1.0,1.0,2.0,0.0,7.0,1.0,15.0,0.0,0.0,4.0,14.0,0.0,1.0,18.0,0.0,2.0,0.0,3.0,86.0
NEW HAMPSHIRE,Cities,New Ipswich,11.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,10.0,0.0,0.0,20.0,28.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,89.0
NEW HAMPSHIRE,Cities,New London,179.0,0.0,2.0,20.0,3.0,0.0,0.0,58.0,7.0,130.0,0.0,0.0,28.0,225.0,0.0,2.0,47.0,0.0,1.0,0.0,4.0,706.0
NEW HAMPSHIRE,Cities,Newport,54.0,0.0,0.0,3.0,1.0,0.0,0.0,10.0,0.0,26.0,0.0,0.0,15.0,57.0,0.0,1.0,15.0,0.0,1.0,0.0,0.0,183.0
NEW HAMPSHIRE,Cities,Newton,82.0,1.0,3.0,2.0,4.0,2.0,0.0,22.0,1.0,56.0,0.0,0.0,16.0,90.0,1.0,2.0,23.0,0.0,1.0,0.0,4.0,310.0
NEW HAMPSHIRE,Cities,Northfield,28.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,33.0,0.0,0.0,18.0,63.0,1.0,3.0,32.0,0.0,0.0,0.0,1.0,192.0
NEW HAMPSHIRE,Cities,North Hampton,46.0,0.0,1.0,3.0,1.0,2.0,0.0,12.0,0.0,35.0,0.0,0.0,7.0,23.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,145.0
NEW HAMPSHIRE,Cities,Northumberland,52.0,0.0,0.0,6.0,0.0,0.0,0.0,19.0,1.0,57.0,0.0,0.0,4.0,65.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,227.0
NEW HAMPSHIRE,Cities,Northwood,19.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,0.0,27.0,0.0,0.0,16.0,34.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,119.0
NEW HAMPSHIRE,Cities,Nottingham,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,28.0
NEW HAMPSHIRE,Cities,Orford,83.0,0.0,2.0,4.0,0.0,0.0,0.0,5.0,1.0,47.0,2.0,0.0,7.0,91.0,2.0,6.0,18.0,0.0,1.0,0.0,0.0,269.0
NEW HAMPSHIRE,Cities,Ossipee,127.0,0.0,2.0,4.0,7.0,1.0,0.0,41.0,4.0,197.0,0.0,0.0,68.0,169.0,1.0,10.0,106.0,0.0,2.0,0.0,5.0,744.0
NEW HAMPSHIRE,Cities,Pelham,95.0,0.0,3.0,10.0,6.0,2.0,0.0,17.0,3.0,88.0,1.0,0.0,21.0,83.0,1.0,8.0,26.0,0.0,2.0,2.0,2.0,370.0
NEW HAMPSHIRE,Cities,Pembroke,56.0,0.0,0.0,2.0,1.0,2.0,0.0,20.0,5.0,32.0,0.0,0.0,49.0,90.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,288.0
NEW HAMPSHIRE,Cities,Peterborough,112.0,0.0,3.0,9.0,1.0,0.0,0.0,36.0,3.0,63.0,0.0,0.0,19.0,73.0,1.0,2.0,13.0,0.0,2.0,0.0,1.0,338.0
NEW HAMPSHIRE,Cities,Pittsfield,40.0,0.0,1.0,1.0,0.0,0.0,0.0,22.0,4.0,54.0,0.0,0.0,20.0,187.0,0.0,20.0,99.0,0.0,0.0,0.0,1.0,449.0
NEW HAMPSHIRE,Cities,Plaistow,113.0,0.0,5.0,10.0,1.0,16.0,0.0,18.0,2.0,136.0,0.0,0.0,13.0,209.0,2.0,6.0,54.0,0.0,1.0,0.0,3.0,589.0
NEW HAMPSHIRE,Cities,Plymouth,322.0,0.0,9.0,18.0,1.0,1.0,0.0,60.0,18.0,281.0,1.0,0.0,86.0,520.0,11.0,25.0,86.0,0.0,6.0,7.0,3.0,1455.0
NEW HAMPSHIRE,Cities,Portsmouth,141.0,1.0,0.0,12.0,5.0,2.0,0.0,38.0,7.0,101.0,1.0,0.0,22.0,145.0,1.0,7.0,79.0,0.0,5.0,0.0,3.0,570.0
NEW HAMPSHIRE,Cities,Raymond,31.0,0.0,0.0,5.0,2.0,0.0,0.0,12.0,6.0,45.0,0.0,0.0,10.0,45.0,1.0,2.0,44.0,0.0,1.0,0.0,0.0,204.0
NEW HAMPSHIRE,Cities,Rindge,649.0,0.0,10.0,39.0,17.0,7.0,1.0,131.0,28.0,444.0,1.0,0.0,115.0,938.0,19.0,51.0,105.0,0.0,11.0,1.0,12.0,2579.0
NEW HAMPSHIRE,Cities,Rochester,24.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,0.0,11.0,0.0,0.0,1.0,36.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,97.0
NEW HAMPSHIRE,Cities,Rollinsford,19.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,44.0,0.0,0.0,18.0,85.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0,185.0
NEW HAMPSHIRE,Cities,Rye,270.0,2.0,4.0,12.0,6.0,10.0,0.0,88.0,37.0,233.0,0.0,0.0,183.0,789.0,12.0,97.0,391.0,0.0,5.0,4.0,6.0,2149.0
NEW HAMPSHIRE,Cities,Salem,13.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,13.0,0.0,0.0,7.0,47.0,0.0,1.0,7.0,0.0,0.0,0.0,4.0,108.0
NEW HAMPSHIRE,Cities,Sanbornton,48.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,0.0,33.0,0.0,0.0,9.0,34.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,156.0
NEW HAMPSHIRE,Cities,Sandown,6.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,23.0,0.0,0.0,5.0,36.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,101.0
NEW HAMPSHIRE,Cities,Sandwich,134.0,0.0,2.0,7.0,3.0,0.0,0.0,36.0,14.0,65.0,0.0,0.0,36.0,177.0,4.0,27.0,59.0,0.0,4.0,1.0,1.0,570.0
NEW HAMPSHIRE,Cities,Seabrook,231.0,0.0,3.0,27.0,2.0,4.0,0.0,62.0,20.0,190.0,0.0,0.0,74.0,502.0,12.0,34.0,202.0,0.0,1.0,0.0,11.0,1375.0
NEW HAMPSHIRE,Cities,Somersworth,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0
NEW HAMPSHIRE,Cities,South Hampton,12.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,12.0,0.0,0.0,2.0,21.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,77.0
NEW HAMPSHIRE,Cities,Strafford,36.0,0.0,0.0,4.0,0.0,2.0,0.0,8.0,4.0,35.0,0.0,0.0,19.0,72.0,0.0,1.0,13.0,0.0,2.0,0.0,0.0,196.0
NEW HAMPSHIRE,Cities,Stratham,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0
NEW HAMPSHIRE,Cities,Sugar Hill,16.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,4.0,0.0,0.0,7.0,28.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0,96.0
NEW HAMPSHIRE,Cities,Sunapee,28.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,9.0,23.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,114.0
NEW HAMPSHIRE,Cities,Thornton,75.0,0.0,1.0,6.0,2.0,0.0,0.0,17.0,8.0,50.0,0.0,0.0,50.0,181.0,2.0,32.0,56.0,0.0,1.0,4.0,0.0,485.0
NEW HAMPSHIRE,Cities,Tilton,17.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,22.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,56.0
NEW HAMPSHIRE,Cities,Troy,70.0,0.0,1.0,3.0,1.0,1.0,0.0,41.0,2.0,68.0,0.0,0.0,16.0,66.0,1.0,1.0,27.0,0.0,1.0,0.0,3.0,302.0
NEW HAMPSHIRE,Cities,Wakefield,3.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,34.0
NEW HAMPSHIRE,Cities,Washington,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,16.0,1.0,0.0,32.0,20.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,94.0
NEW HAMPSHIRE,Cities,Waterville Valley,94.0,0.0,2.0,9.0,7.0,1.0,0.0,35.0,2.0,103.0,2.0,0.0,19.0,82.0,1.0,5.0,52.0,0.0,3.0,0.0,3.0,420.0
NEW HAMPSHIRE,Cities,Weare,22.0,0.0,0.0,2.0,2.0,0.0,1.0,5.0,0.0,13.0,0.0,0.0,10.0,32.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,92.0
NEW HAMPSHIRE,Cities,Webster,46.0,0.0,0.0,8.0,4.0,3.0,0.0,20.0,2.0,40.0,0.0,1.0,19.0,50.0,0.0,4.0,23.0,0.0,2.0,0.0,2.0,224.0
NEW HAMPSHIRE,Cities,Wilton,69.0,0.0,0.0,10.0,0.0,3.0,0.0,27.0,6.0,55.0,0.0,0.0,11.0,90.0,2.0,0.0,67.0,0.0,1.0,0.0,0.0,341.0
NEW HAMPSHIRE,Cities,Winchester,89.0,0.0,1.0,8.0,1.0,2.0,0.0,29.0,5.0,70.0,1.0,0.0,36.0,108.0,1.0,1.0,18.0,0.0,4.0,0.0,5.0,379.0
NEW HAMPSHIRE,Cities,Windham,81.0,0.0,1.0,7.0,0.0,1.0,0.0,23.0,5.0,45.0,0.0,0.0,26.0,73.0,0.0,5.0,48.0,1.0,1.0,0.0,0.0,317.0
NEW HAMPSHIRE,Cities,Wolfeboro,43.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0.0,35.0,1.0,0.0,17.0,45.0,1.0,9.0,35.0,0.0,1.0,0.0,0.0,201.0
NEW HAMPSHIRE,Cities,Woodstock,45.0,0.0,0.0,13.0,0.0,4.0,0.0,6.0,1.0,163.0,1.0,0.0,4.0,166.0,1.0,2.0,77.0,0.0,0.0,1.0,0.0,484.0
NEW HAMPSHIRE,Universities and Colleges,University of New Hampshire,23.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,0.0,1.0,49.0,0.0,0.0,0.0,2.0,90.0
NEW HAMPSHIRE,Metropolitan Counties,Rockingham,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,35.0
NEW HAMPSHIRE,Nonmetropolitan Counties,Adams,7.0,0.0,0.0,2.0,1.0,0.0,0.0,11.0,0.0,13.0,0.0,0.0,1.0,26.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,64.0
NEW HAMPSHIRE,Nonmetropolitan Counties,Barnes,58.0,0.0,0.0,4.0,2.0,2.0,0.0,32.0,0.0,29.0,1.0,1.0,5.0,36.0,0.0,1.0,13.0,0.0,0.0,0.0,4.0,188.0
NEW HAMPSHIRE,Nonmetropolitan Counties,Carroll,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,1.0,0.0,2.0,5.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,47.0
NEW HAMPSHIRE,Nonmetropolitan Counties,Cheshire,16.0,0.0,0.0,17.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,56.0
NEW HAMPSHIRE,Nonmetropolitan Counties,Merrimack,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,43.0
NEW HAMPSHIRE,Other Agencies,Liquor Commission,28.0,1.0,2.0,5.0,0.0,1.0,0.0,18.0,1.0,28.0,0.0,0.0,3.0,50.0,0.0,1.0,27.0,0.0,0.0,0.0,3.0,168.0
NORTH DAKOTA,Cities,Beulah,1258.0,1.0,11.0,78.0,12.0,9.0,1.0,307.0,78.0,806.0,22.0,0.0,337.0,1571.0,16.0,12.0,1082.0,1.0,10.0,5.0,36.0,5653.0
NORTH DAKOTA,Cities,Bismarck,14.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,40.0
NORTH DAKOTA,Cities,Burlington,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0
NORTH DAKOTA,Cities,Carrington,11.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,13.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,44.0
NORTH DAKOTA,Cities,Cavalier,131.0,0.0,0.0,9.0,4.0,1.0,0.0,57.0,13.0,88.0,7.0,0.0,14.0,255.0,2.0,1.0,196.0,0.0,1.0,0.0,1.0,780.0
NORTH DAKOTA,Cities,Devils Lake,206.0,0.0,1.0,10.0,4.0,0.0,0.0,28.0,6.0,276.0,9.0,0.0,39.0,340.0,3.0,3.0,160.0,0.0,1.0,3.0,14.0,1103.0
NORTH DAKOTA,Cities,Dickinson,2.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0
NORTH DAKOTA,Cities,Ellendale,1769.0,3.0,22.0,125.0,28.0,16.0,1.0,451.0,89.0,916.0,10.0,1.0,415.0,2283.0,46.0,60.0,1007.0,0.0,13.0,11.0,47.0,7313.0
NORTH DAKOTA,Cities,Fargo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
NORTH DAKOTA,Cities,Fessenden,97.0,0.0,1.0,10.0,1.0,1.0,0.0,8.0,5.0,65.0,3.0,1.0,13.0,115.0,0.0,3.0,31.0,0.0,1.0,0.0,5.0,360.0
NORTH DAKOTA,Cities,Grafton,646.0,0.0,1.0,60.0,6.0,2.0,0.0,230.0,54.0,691.0,22.0,0.0,176.0,1107.0,23.0,19.0,227.0,0.0,6.0,4.0,19.0,3293.0
NORTH DAKOTA,Cities,Grand Forks,24.0,0.0,1.0,2.0,1.0,1.0,0.0,10.0,0.0,19.0,0.0,0.0,2.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,95.0
NORTH DAKOTA,Cities,Harvey,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
NORTH DAKOTA,Cities,Hillsboro,296.0,0.0,1.0,20.0,1.0,4.0,0.0,76.0,6.0,232.0,5.0,0.0,34.0,325.0,0.0,8.0,158.0,0.0,3.0,0.0,13.0,1182.0
NORTH DAKOTA,Cities,Jamestown,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
NORTH DAKOTA,Cities,Kenmare,6.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,11.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,36.0
NORTH DAKOTA,Cities,Killdeer,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,19.0
NORTH DAKOTA,Cities,Lamoure,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,1.0,8.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,51.0
NORTH DAKOTA,Cities,Lincoln,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,26.0,0.0,0.0,3.0,37.0,0.0,2.0,7.0,0.0,0.0,0.0,3.0,101.0
NORTH DAKOTA,Cities,Lisbon,410.0,2.0,6.0,33.0,24.0,5.0,0.0,51.0,6.0,225.0,1.0,0.0,11.0,430.0,5.0,0.0,193.0,0.0,3.0,2.0,6.0,1413.0
NORTH DAKOTA,Cities,Mandan,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
NORTH DAKOTA,Cities,Medora,368.0,0.0,6.0,49.0,7.0,6.0,0.0,78.0,29.0,192.0,1.0,0.0,107.0,615.0,6.0,15.0,739.0,0.0,2.0,2.0,35.0,2257.0
NORTH DAKOTA,Cities,Minot,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0
NORTH DAKOTA,Cities,Napoleon,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0
NORTH DAKOTA,Cities,Northwood,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,1.0,13.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,40.0
NORTH DAKOTA,Cities,Rolla,18.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,18.0,0.0,0.0,5.0,48.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,118.0
NORTH DAKOTA,Cities,Rugby,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
NORTH DAKOTA,Cities,Sherwood,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0
NORTH DAKOTA,Cities,Stanley,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
NORTH DAKOTA,Cities,Steele,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,8.0
NORTH DAKOTA,Cities,Surrey,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
NORTH DAKOTA,Cities,Thompson,85.0,0.0,0.0,7.0,1.0,1.0,0.0,26.0,6.0,59.0,0.0,0.0,5.0,98.0,0.0,9.0,76.0,0.0,0.0,0.0,3.0,376.0
NORTH DAKOTA,Cities,Valley City,58.0,0.0,2.0,10.0,0.0,0.0,0.0,21.0,1.0,69.0,0.0,0.0,10.0,124.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,314.0
NORTH DAKOTA,Cities,Wahpeton,45.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,13.0,53.0,0.0,0.0,11.0,52.0,0.0,3.0,94.0,0.0,0.0,16.0,26.0,323.0
NORTH DAKOTA,Cities,Watford City,308.0,0.0,3.0,24.0,2.0,6.0,0.0,77.0,12.0,155.0,0.0,0.0,73.0,384.0,5.0,14.0,267.0,1.0,5.0,0.0,9.0,1345.0
NORTH DAKOTA,Cities,West Fargo,242.0,1.0,2.0,21.0,6.0,3.0,0.0,44.0,50.0,396.0,3.0,1.0,65.0,625.0,2.0,1.0,14.0,0.0,0.0,3.0,5.0,1484.0
NORTH DAKOTA,Cities,Williston,9.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,9.0,0.0,0.0,0.0,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,57.0
NORTH DAKOTA,Universities and Colleges,North Dakota State College of Science,10.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,51.0,0.0,0.0,13.0,72.0,1.0,1.0,58.0,0.0,0.0,0.0,0.0,216.0
NORTH DAKOTA,Universities and Colleges,North Dakota State University,58.0,0.0,2.0,6.0,0.0,1.0,0.0,12.0,0.0,129.0,0.0,0.0,8.0,157.0,1.0,7.0,204.0,0.0,0.0,0.0,6.0,591.0
NORTH DAKOTA,Universities and Colleges,University of North Dakota,126.0,0.0,0.0,10.0,4.0,3.0,0.0,60.0,6.0,67.0,0.0,0.0,39.0,125.0,1.0,1.0,349.0,0.0,1.0,0.0,6.0,798.0
NORTH DAKOTA,Metropolitan Counties,Burleigh,118.0,0.0,0.0,14.0,2.0,1.0,0.0,74.0,7.0,105.0,0.0,0.0,34.0,110.0,2.0,2.0,176.0,0.0,1.0,0.0,3.0,649.0
NORTH DAKOTA,Metropolitan Counties,Cass,44.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,1.0,9.0,0.0,0.0,3.0,39.0,0.0,2.0,240.0,0.0,0.0,0.0,3.0,366.0
NORTH DAKOTA,Metropolitan Counties,Grand Forks,61.0,0.0,0.0,6.0,1.0,0.0,0.0,15.0,0.0,57.0,0.0,0.0,6.0,69.0,0.0,6.0,29.0,0.0,0.0,1.0,11.0,262.0
NORTH DAKOTA,Metropolitan Counties,Morton,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,24.0
NORTH DAKOTA,Metropolitan Counties,Oliver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORTH DAKOTA,Metropolitan Counties,Sioux,9.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,1.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,43.0
NORTH DAKOTA,Nonmetropolitan Counties,Benson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
NORTH DAKOTA,Nonmetropolitan Counties,Billings,11.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,23.0,0.0,0.0,0.0,42.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,105.0
NORTH DAKOTA,Nonmetropolitan Counties,Bottineau,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,22.0,1.0,0.0,0.0,18.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,70.0
NORTH DAKOTA,Nonmetropolitan Counties,Burke,2.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,1.0,29.0,0.0,0.0,1.0,19.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,66.0
NORTH DAKOTA,Nonmetropolitan Counties,Cavalier,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0
NORTH DAKOTA,Nonmetropolitan Counties,Dickey,15.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,2.0,9.0,0.0,0.0,24.0,0.0,0.0,0.0,5.0,70.0
NORTH DAKOTA,Nonmetropolitan Counties,Divide,27.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,27.0,2.0,0.0,0.0,20.0,0.0,6.0,19.0,0.0,0.0,0.0,7.0,119.0
NORTH DAKOTA,Nonmetropolitan Counties,Dunn,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,35.0,0.0,0.0,0.0,15.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,65.0
NORTH DAKOTA,Nonmetropolitan Counties,Eddy,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,0.0,1.0,19.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,55.0
NORTH DAKOTA,Nonmetropolitan Counties,Emmons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORTH DAKOTA,Nonmetropolitan Counties,Foster,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,23.0
NORTH DAKOTA,Nonmetropolitan Counties,Golden Valley,6.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,0.0,1.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,37.0
NORTH DAKOTA,Nonmetropolitan Counties,Grant,7.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,29.0
NORTH DAKOTA,Nonmetropolitan Counties,Griggs,40.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,17.0,0.0,0.0,5.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,78.0
NORTH DAKOTA,Nonmetropolitan Counties,Hettinger,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0
NORTH DAKOTA,Nonmetropolitan Counties,Kidder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0
NORTH DAKOTA,Nonmetropolitan Counties,Lamoure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
NORTH DAKOTA,Nonmetropolitan Counties,Logan,20.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,23.0,0.0,0.0,2.0,33.0,0.0,6.0,11.0,0.0,0.0,0.0,1.0,110.0
NORTH DAKOTA,Nonmetropolitan Counties,McHenry,49.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,58.0,0.0,0.0,0.0,76.0,1.0,0.0,21.0,0.0,0.0,0.0,10.0,225.0
NORTH DAKOTA,Nonmetropolitan Counties,McKenzie,61.0,0.0,0.0,2.0,0.0,0.0,0.0,37.0,3.0,84.0,0.0,0.0,16.0,82.0,1.0,15.0,88.0,0.0,2.0,0.0,6.0,397.0
